developer,item_id,sentiment_analysis
DICE,17410,2
DICE,17410,2
DICE,17410,0
DICE,17410,2
DICE,17410,1
DICE,17410,1
DICE,17410,2
DICE,17410,2
DICE,17410,1
DICE,17410,1
DICE,17410,0
DICE,17410,2
DICE,17410,1
DICE,17410,2
DICE,17410,2
Hidden Path Entertainment,18500,2
Hidden Path Entertainment,18500,2
Hidden Path Entertainment,18500,0
Monolith,16450,0
Meridian4,11340,2
Black Sea Studios Ltd,25830,0
Black Sea Studios Ltd,25830,2
Frictional Games,22180,2
Frictional Games,22180,0
Frictional Games,22180,2
Frictional Games,22180,2
"Epic Games, Inc.",13210,2
"Epic Games, Inc.",13210,2
"Epic Games, Inc.",13210,2
"Epic Games, Inc.",13210,0
Tale of Tales,27020,0
Tale of Tales,27020,1
Criterion Games,24740,2
Criterion Games,24740,2
Criterion Games,24740,0
Criterion Games,24740,2
Criterion Games,24740,2
Criterion Games,24740,0
Criterion Games,24740,2
Criterion Games,24740,2
Criterion Games,24740,2
Criterion Games,24740,2
Criterion Games,24740,2
Criterion Games,24740,2
Criterion Games,24740,2
Criterion Games,24740,2
Criterion Games,24740,2
Criterion Games,24740,2
Criterion Games,24740,2
Criterion Games,24740,0
Criterion Games,24740,2
Criterion Games,24740,2
Criterion Games,24740,2
Criterion Games,24740,2
Criterion Games,24740,2
Criterion Games,24740,2
Criterion Games,24740,2
Criterion Games,24740,2
Criterion Games,24740,2
Criterion Games,24740,2
Criterion Games,24740,2
Criterion Games,24740,2
Criterion Games,24740,0
Criterion Games,24740,2
Criterion Games,24740,1
Criterion Games,24740,2
Criterion Games,24740,1
IonFX,11330,2
Reality Pump Studios,1930,0
Reality Pump Studios,1930,2
Reality Pump Studios,1930,1
Gaijin Entertainment,7510,2
ACE Team,22200,2
ACE Team,22200,2
ACE Team,22200,2
ACE Team,22200,1
ACE Team,22200,2
ACE Team,22200,2
1C Company,25900,2
Sky Fallen,7840,1
Irrational Games,8880,2
Darklight Games,1280,2
Radical Entertainment,10150,1
Radical Entertainment,10150,0
Radical Entertainment,10150,2
Radical Entertainment,10150,2
Radical Entertainment,10150,2
Radical Entertainment,10150,2
Radical Entertainment,10150,2
Radical Entertainment,10150,2
Radical Entertainment,10150,2
Ascaron Entertainment ltd.,12470,0
Bethesda Game Studios,22330,2
Bethesda Game Studios,22330,2
Bethesda Game Studios,22330,2
Bethesda Game Studios,22330,2
Bethesda Game Studios,22330,2
Bethesda Game Studios,22330,2
Bethesda Game Studios,22330,1
Bethesda Game Studios,22330,2
Bethesda Game Studios,22330,2
Bethesda Game Studios,22330,2
Bethesda Game Studios,22330,2
Bethesda Game Studios,22330,0
Bethesda Game Studios,22330,0
Bethesda Game Studios,22330,2
Bethesda Game Studios,22330,2
Bethesda Game Studios,22330,0
Bethesda Game Studios,22330,0
Bethesda Game Studios,22330,1
Bethesda Game Studios,22330,0
Bethesda Game Studios,22330,2
Bethesda Game Studios,22330,2
Bethesda Game Studios,22330,0
Bethesda Game Studios,22320,2
Bethesda Game Studios,22320,2
Bethesda Game Studios,22320,2
Bethesda Game Studios,22320,2
Bethesda Game Studios,22320,2
Bethesda Game Studios,22320,0
Bethesda Game Studios,22320,0
Bethesda Game Studios,22320,0
Bethesda Game Studios,22320,0
Bethesda Game Studios,22320,0
Bethesda Game Studios,22320,2
Bethesda Game Studios,22320,2
Bethesda Game Studios,22320,2
Bethesda Game Studios,22320,2
Bethesda Game Studios,22320,0
HeR Interactive,31860,1
HeR Interactive,31930,2
Capcom,21660,2
Capcom,21660,2
Capcom,21660,2
Pandemic Studios,6060,2
Pandemic Studios,6060,2
Pandemic Studios,6060,2
Pandemic Studios,6060,2
Pandemic Studios,6060,2
Pandemic Studios,6060,2
Pandemic Studios,6060,2
Pandemic Studios,6060,2
Pandemic Studios,6060,1
Pandemic Studios,6060,2
Pandemic Studios,6060,2
Pandemic Studios,6060,2
Pandemic Studios,6060,2
Pandemic Studios,6060,2
Pandemic Studios,6060,2
Pandemic Studios,6060,1
Pandemic Studios,6060,2
Pandemic Studios,6060,2
Pandemic Studios,6060,2
Pandemic Studios,6060,2
Pandemic Studios,6060,1
Pandemic Studios,6060,0
Pandemic Studios,6060,2
Pandemic Studios,6060,2
Pandemic Studios,6060,1
Pandemic Studios,6060,2
Pandemic Studios,6060,0
Pandemic Studios,6060,1
Pandemic Studios,6060,2
Pandemic Studios,6060,2
Pandemic Studios,6060,1
Pandemic Studios,6060,2
Pandemic Studios,6060,2
Pandemic Studios,6060,0
Pandemic Studios,6060,0
Pandemic Studios,6060,1
Pandemic Studios,6060,0
Pandemic Studios,6060,2
Pandemic Studios,6060,2
Pandemic Studios,6060,1
Pandemic Studios,6060,2
Pandemic Studios,6060,2
Pandemic Studios,6060,2
Pandemic Studios,6060,2
Pandemic Studios,6060,1
Pandemic Studios,6060,2
Pandemic Studios,6060,2
Pandemic Studios,6060,2
Pandemic Studios,6060,0
Pandemic Studios,6060,2
Pandemic Studios,6060,2
Pandemic Studios,6060,2
Pandemic Studios,6060,0
Pandemic Studios,6060,2
Pandemic Studios,6060,2
Pandemic Studios,6060,0
Pandemic Studios,6060,1
Pandemic Studios,6060,0
Pandemic Studios,6060,0
Pandemic Studios,6060,2
Pandemic Studios,6060,2
Pandemic Studios,6060,1
Pandemic Studios,6060,2
Pandemic Studios,6060,1
Pandemic Studios,6060,2
Pandemic Studios,6060,2
Pandemic Studios,6060,2
Pandemic Studios,6060,2
Pandemic Studios,6060,2
Pandemic Studios,6060,0
Pandemic Studios,6060,0
Pandemic Studios,6060,1
Pandemic Studios,6060,2
Pandemic Studios,6060,2
Pandemic Studios,6060,1
Pandemic Studios,6060,2
Pandemic Studios,6060,2
Pandemic Studios,6060,1
Pandemic Studios,6060,2
Pandemic Studios,6060,1
Pandemic Studios,6060,2
Pandemic Studios,6060,0
Pandemic Studios,6060,2
Pandemic Studios,6060,2
Pandemic Studios,6060,2
Pandemic Studios,6060,2
Pandemic Studios,6060,2
Pandemic Studios,6060,1
Pandemic Studios,6060,2
Pandemic Studios,6060,2
LucasArts,32360,2
LucasArts,32360,2
Wanako Games,10140,0
Saber Interactive,10130,2
Saber Interactive,10130,2
"PopTop Software,BreakAway Games,Frog City Software",33520,0
Sakari Indie,36000,2
"BioWare,Aspyr (Mac)",32370,2
"BioWare,Aspyr (Mac)",32370,0
"BioWare,Aspyr (Mac)",32370,0
"BioWare,Aspyr (Mac)",32370,2
"BioWare,Aspyr (Mac)",32370,2
"BioWare,Aspyr (Mac)",32370,1
"BioWare,Aspyr (Mac)",32370,2
"BioWare,Aspyr (Mac)",32370,2
"BioWare,Aspyr (Mac)",32370,2
"BioWare,Aspyr (Mac)",32370,2
"BioWare,Aspyr (Mac)",32370,2
"BioWare,Aspyr (Mac)",32370,1
"BioWare,Aspyr (Mac)",32370,0
"BioWare,Aspyr (Mac)",32370,2
"BioWare,Aspyr (Mac)",32370,0
"BioWare,Aspyr (Mac)",32370,1
"BioWare,Aspyr (Mac)",32370,2
"BioWare,Aspyr (Mac)",32370,1
"BioWare,Aspyr (Mac)",32370,0
"BioWare,Aspyr (Mac)",32370,2
"BioWare,Aspyr (Mac)",32370,2
"BioWare,Aspyr (Mac)",32370,2
"BioWare,Aspyr (Mac)",32370,2
Hemisphere Games,29180,2
Hemisphere Games,29180,1
Black Isle Studios,38410,1
Black Isle Studios,38410,1
Black Isle Studios,38410,1
Black Isle Studios,38410,2
Black Isle Studios,38410,2
Black Isle Studios,38410,0
Black Isle Studios,38410,2
Black Isle Studios,38410,2
Black Isle Studios,38410,2
14° East,38420,2
14° East,38420,0
Shiny Entertainment,38440,2
Size Five Games,37400,1
Ubisoft Montreal,13570,1
Ubisoft Montreal,13570,2
Ubisoft Montreal,13570,2
Ubisoft Montreal,13570,2
Ubisoft Montreal,13570,2
,11390,0
,11390,0
,11390,1
"Vectorpark, Inc.",37600,2
NovaLogic,32770,2
Amanita Design,40700,2
Amanita Design,40700,1
Amanita Design,40700,1
Amanita Design,40700,2
Amanita Design,40700,2
Amanita Design,40700,2
EA Los Angeles,24840,2
EA Los Angeles,24840,2
EA Los Angeles,24840,2
EA Los Angeles,24840,2
EA Los Angeles,24840,2
Slightly Mad Studios,24870,2
Runic Games,41500,2
Runic Games,41500,2
Runic Games,41500,0
Runic Games,41500,2
Runic Games,41500,2
Runic Games,41500,2
Runic Games,41500,2
Runic Games,41500,1
EA Los Angeles,24800,1
EA Los Angeles,24800,2
Animation Arts,40330,1
Konstantin Koshutin,41100,2
Konstantin Koshutin,41100,1
Konstantin Koshutin,41100,0
Konstantin Koshutin,41100,2
Croteam,41000,0
Croteam,41000,2
Croteam,41000,2
Croteam,41000,2
BioWare,17450,2
BioWare,17450,2
BioWare,17450,2
BioWare,17450,2
"Infinity Ward,Aspyr (Mac)",10180,2
"Infinity Ward,Aspyr (Mac)",10180,2
"Infinity Ward,Aspyr (Mac)",10180,2
"Infinity Ward,Aspyr (Mac)",10180,2
"Infinity Ward,Aspyr (Mac)",10180,1
"Infinity Ward,Aspyr (Mac)",10180,2
"Infinity Ward,Aspyr (Mac)",10180,2
"Infinity Ward,Aspyr (Mac)",10180,1
"Infinity Ward,Aspyr (Mac)",10180,0
"Infinity Ward,Aspyr (Mac)",10180,1
"Infinity Ward,Aspyr (Mac)",10180,2
"Infinity Ward,Aspyr (Mac)",10180,0
"Infinity Ward,Aspyr (Mac)",10180,2
"Infinity Ward,Aspyr (Mac)",10180,0
"Infinity Ward,Aspyr (Mac)",10180,1
"Infinity Ward,Aspyr (Mac)",10180,2
"Infinity Ward,Aspyr (Mac)",10180,2
"Infinity Ward,Aspyr (Mac)",10180,2
"Infinity Ward,Aspyr (Mac)",10180,2
"Infinity Ward,Aspyr (Mac)",10180,0
"Infinity Ward,Aspyr (Mac)",10180,0
"Infinity Ward,Aspyr (Mac)",10180,1
"Infinity Ward,Aspyr (Mac)",10180,2
"Infinity Ward,Aspyr (Mac)",10180,2
"Infinity Ward,Aspyr (Mac)",10180,1
"Infinity Ward,Aspyr (Mac)",10180,0
"Infinity Ward,Aspyr (Mac)",10180,2
"Infinity Ward,Aspyr (Mac)",10180,2
"Infinity Ward,Aspyr (Mac)",10180,2
"Infinity Ward,Aspyr (Mac)",10180,1
"Infinity Ward,Aspyr (Mac)",10180,2
"Infinity Ward,Aspyr (Mac)",10180,2
"Infinity Ward,Aspyr (Mac)",10180,1
"Infinity Ward,Aspyr (Mac)",10180,2
"Infinity Ward,Aspyr (Mac)",10180,0
"Infinity Ward,Aspyr (Mac)",10180,2
"Infinity Ward,Aspyr (Mac)",10180,2
"Infinity Ward,Aspyr (Mac)",10180,2
"Infinity Ward,Aspyr (Mac)",10180,2
"Infinity Ward,Aspyr (Mac)",10180,2
"Infinity Ward,Aspyr (Mac)",10180,2
"Infinity Ward,Aspyr (Mac)",10180,1
"Infinity Ward,Aspyr (Mac)",10180,2
"Infinity Ward,Aspyr (Mac)",10180,2
"Infinity Ward,Aspyr (Mac)",10180,1
"Infinity Ward,Aspyr (Mac)",10180,2
"Infinity Ward,Aspyr (Mac)",10180,1
"Infinity Ward,Aspyr (Mac)",10180,1
"Infinity Ward,Aspyr (Mac)",10180,2
"Infinity Ward,Aspyr (Mac)",10180,0
"Infinity Ward,Aspyr (Mac)",10180,2
"Infinity Ward,Aspyr (Mac)",10180,2
"Infinity Ward,Aspyr (Mac)",10180,2
"Infinity Ward,Aspyr (Mac)",10180,2
"Infinity Ward,Aspyr (Mac)",10180,2
"Infinity Ward,Aspyr (Mac)",10180,1
"Infinity Ward,Aspyr (Mac)",10180,0
"Infinity Ward,Aspyr (Mac)",10180,0
"Infinity Ward,Aspyr (Mac)",10180,2
"Infinity Ward,Aspyr (Mac)",10180,2
"Infinity Ward,Aspyr (Mac)",10180,2
"Infinity Ward,Aspyr (Mac)",10180,2
"Infinity Ward,Aspyr (Mac)",10180,2
"Infinity Ward,Aspyr (Mac)",10180,1
"Infinity Ward,Aspyr (Mac)",10180,1
"Infinity Ward,Aspyr (Mac)",10180,2
"Infinity Ward,Aspyr (Mac)",10180,1
"Infinity Ward,Aspyr (Mac)",10180,1
"Infinity Ward,Aspyr (Mac)",10180,1
"Infinity Ward,Aspyr (Mac)",10180,2
"Infinity Ward,Aspyr (Mac)",10180,1
"Infinity Ward,Aspyr (Mac)",10180,2
"Infinity Ward,Aspyr (Mac)",10180,1
"Infinity Ward,Aspyr (Mac)",10180,2
"Infinity Ward,Aspyr (Mac)",10180,2
"Infinity Ward,Aspyr (Mac)",10180,2
"Infinity Ward,Aspyr (Mac)",10180,2
"Infinity Ward,Aspyr (Mac)",10180,2
"Infinity Ward,Aspyr (Mac)",10180,0
"Infinity Ward,Aspyr (Mac)",10180,2
"Infinity Ward,Aspyr (Mac)",10180,2
"Traveller's Tales,Feral Interactive (Mac)",32440,2
"Traveller's Tales,Feral Interactive (Mac)",32440,2
"Traveller's Tales,Feral Interactive (Mac)",32440,2
"Triumph Studios,Virtual Programming",11450,1
"Triumph Studios,Virtual Programming",11450,0
"Triumph Studios,Virtual Programming",11450,2
"Triumph Studios,Virtual Programming",11450,2
"Triumph Studios,Virtual Programming",11450,1
"Triumph Studios,Virtual Programming",11450,2
EA Los Angeles,24790,1
EA Los Angeles,24790,2
EA Los Angeles,24790,2
EA Los Angeles,24790,2
EA Los Angeles,24810,0
EA Los Angeles,24810,2
Positech Games,41800,2
Positech Games,41800,2
Positech Games,41800,1
Positech Games,41800,2
Positech Games,41800,2
Positech Games,41800,2
Gaijin Entertainment,45300,2
Gaijin Entertainment,45300,2
Defence Alliance Team,35420,2
Defence Alliance Team,35420,2
Defence Alliance Team,35420,2
Defence Alliance Team,35420,1
"LucasArts,Aspyr Studios",32430,2
"LucasArts,Aspyr Studios",32430,0
"LucasArts,Aspyr Studios",32430,0
"LucasArts,Aspyr Studios",32430,1
"LucasArts,Aspyr Studios",32430,1
"LucasArts,Aspyr Studios",32430,0
"LucasArts,Aspyr Studios",32430,0
"LucasArts,Aspyr Studios",32430,2
Bethesda Game Studios,22370,2
Bethesda Game Studios,22370,2
Bethesda Game Studios,22370,2
Bethesda Game Studios,22370,0
Bethesda Game Studios,22370,2
Bethesda Game Studios,22370,2
Bethesda Game Studios,22370,2
Bethesda Game Studios,22370,2
Bethesda Game Studios,22370,2
Bethesda Game Studios,22370,0
Bethesda Game Studios,22370,2
Bethesda Game Studios,22370,2
Bethesda Game Studios,22370,2
Bethesda Game Studios,22370,2
Bethesda Game Studios,22370,2
Bethesda Game Studios,22370,2
Bethesda Game Studios,22370,2
Bethesda Game Studios,22370,0
Bethesda Game Studios,22370,2
Bethesda Game Studios,22370,2
Bethesda Game Studios,22370,2
Bethesda Game Studios,22370,2
Bethesda Game Studios,22370,2
Bethesda Game Studios,22370,2
Bethesda Game Studios,22370,2
Bethesda Game Studios,22370,2
Bethesda Game Studios,22370,2
Bethesda Game Studios,22370,0
Bethesda Game Studios,22370,2
Bethesda Game Studios,22370,2
Bethesda Game Studios,22370,1
Bethesda Game Studios,22370,2
Bethesda Game Studios,22370,2
Bethesda Game Studios,22370,2
Bethesda Game Studios,22370,2
Bethesda Game Studios,22370,2
Bethesda Game Studios,22370,0
Bethesda Game Studios,22370,2
Bethesda Game Studios,22370,2
Bethesda Game Studios,22370,2
Bethesda Game Studios,22370,1
Bethesda Game Studios,22370,0
Bethesda Game Studios,22370,2
Bethesda Game Studios,22370,0
Bethesda Game Studios,22370,1
Bethesda Game Studios,22370,2
Bethesda Game Studios,22370,2
Bethesda Game Studios,22370,0
Bethesda Game Studios,22370,2
Bethesda Game Studios,22370,1
Bethesda Game Studios,22370,2
Bethesda Game Studios,22370,2
Bethesda Game Studios,22370,2
Bethesda Game Studios,22370,2
Bethesda Game Studios,22370,0
Bethesda Game Studios,22370,1
Bethesda Game Studios,22370,2
Bethesda Game Studios,22370,0
Bethesda Game Studios,22370,2
Bethesda Game Studios,22370,2
Bethesda Game Studios,22370,1
Spidermonk Entertainment,38210,0
Spidermonk Entertainment,38210,0
Spidermonk Entertainment,38210,2
Capcom,45700,2
Capcom,45700,2
Capcom,45700,0
Capcom,45700,2
Capcom,45700,2
Capcom,45700,1
Capcom,45700,1
Octoshark Studios,17570,2
Octoshark Studios,17570,2
Octoshark Studios,17570,2
Octoshark Studios,17570,1
Octoshark Studios,17570,0
Octoshark Studios,17570,2
Octoshark Studios,17570,2
Octoshark Studios,17570,0
Octoshark Studios,17570,1
Octoshark Studios,17570,2
Croteam,41050,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,0
TaleWorlds Entertainment,48700,0
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,0
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,1
TaleWorlds Entertainment,48700,0
TaleWorlds Entertainment,48700,1
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,1
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,0
TaleWorlds Entertainment,48700,1
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,1
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,0
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,0
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,1
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,1
TaleWorlds Entertainment,48700,1
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,0
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,0
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,1
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,0
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,1
TaleWorlds Entertainment,48700,1
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,0
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,1
TaleWorlds Entertainment,48700,1
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,0
TaleWorlds Entertainment,48700,1
TaleWorlds Entertainment,48700,0
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,0
TaleWorlds Entertainment,48700,0
TaleWorlds Entertainment,48700,0
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,1
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,1
TaleWorlds Entertainment,48700,1
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,1
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,1
TaleWorlds Entertainment,48700,1
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,0
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,1
TaleWorlds Entertainment,48700,1
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,1
TaleWorlds Entertainment,48700,1
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,0
TaleWorlds Entertainment,48700,1
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,0
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,1
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,0
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,1
TaleWorlds Entertainment,48700,1
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,1
TaleWorlds Entertainment,48700,1
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,1
TaleWorlds Entertainment,48700,1
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,0
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,0
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,0
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,1
TaleWorlds Entertainment,48700,1
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,1
TaleWorlds Entertainment,48700,2
TaleWorlds Entertainment,48700,0
TaleWorlds Entertainment,48700,2
Fatshark,42120,2
Rockstar North / Toronto,12220,2
Rockstar North / Toronto,12220,2
Rockstar North / Toronto,12220,1
Rockstar North / Toronto,12220,2
Rockstar North / Toronto,12220,0
Rockstar North / Toronto,12220,2
Rockstar North / Toronto,12220,2
Rockstar North / Toronto,12220,2
Rockstar North / Toronto,12220,0
Other Ocean Interactive,45730,2
Nemesys Games,45400,2
Nemesys Games,45400,0
Cold Beam Games,49600,2
Cold Beam Games,49600,1
Cold Beam Games,49600,2
Cold Beam Games,49600,2
Cold Beam Games,49600,1
Cold Beam Games,49600,0
Cold Beam Games,49600,2
Cold Beam Games,49600,2
Cold Beam Games,49600,2
Cold Beam Games,49600,2
Cold Beam Games,49600,1
Cold Beam Games,49600,2
Cold Beam Games,49600,2
Cold Beam Games,49600,2
Cold Beam Games,49600,2
Cold Beam Games,49600,1
Cold Beam Games,49600,0
Cold Beam Games,49600,2
Cold Beam Games,49600,2
Cold Beam Games,49600,2
Cold Beam Games,49600,1
Realmforge Studios,43500,1
The Odd Gentlemen,40930,2
The Odd Gentlemen,40930,2
Muse Games,49800,2
Muse Games,49800,2
Obsidian Entertainment,34010,2
Obsidian Entertainment,34010,2
Obsidian Entertainment,34010,2
Obsidian Entertainment,34010,1
Obsidian Entertainment,34010,2
Obsidian Entertainment,34010,2
Team17 Software Ltd.,22610,2
Valve,630,2
Valve,630,2
Valve,630,2
Valve,630,2
Valve,630,2
Valve,630,0
Valve,630,0
Valve,630,2
Valve,630,2
Valve,630,2
Valve,630,0
Valve,630,2
Valve,630,2
Valve,630,2
Valve,630,1
Valve,630,2
Valve,630,2
Valve,630,2
Valve,630,2
Valve,630,2
Valve,630,2
Valve,630,0
Valve,630,1
Valve,630,2
Valve,630,0
Valve,630,2
Valve,630,1
Valve,630,2
Valve,630,2
Valve,630,2
Valve,630,1
Valve,630,2
Valve,630,1
Valve,630,2
Valve,630,1
Valve,630,2
Valve,630,2
Valve,630,1
Valve,630,2
Valve,630,0
Valve,630,2
Valve,630,2
Valve,630,2
Valve,630,2
Valve,630,2
Valve,630,0
Valve,630,1
Valve,630,1
Valve,630,2
Valve,630,2
Valve,630,2
Valve,630,2
Valve,630,2
Valve,630,2
Valve,630,2
Valve,630,2
Valve,630,2
Valve,630,1
Valve,630,2
Valve,630,2
Valve,630,2
Valve,630,2
Valve,630,1
Valve,630,0
Valve,630,2
Valve,630,2
Valve,630,2
Valve,630,2
Valve,630,1
Valve,630,2
Valve,630,2
Valve,630,2
Valve,630,1
Valve,630,2
Valve,630,1
Valve,630,2
Valve,630,2
Valve,630,0
Valve,630,1
Valve,630,2
Valve,630,2
Valve,630,1
Valve,630,2
Valve,630,2
Valve,630,2
"EA - Maxis,Aspyr (Mac)",24780,2
"EA - Maxis,Aspyr (Mac)",24780,2
"EA - Maxis,Aspyr (Mac)",24780,1
"EA - Maxis,Aspyr (Mac)",24780,0
"EA - Maxis,Aspyr (Mac)",24780,2
"Akella,.dat",33670,2
IO Interactive,28000,0
IO Interactive,28000,1
IO Interactive,28000,0
IO Interactive,28000,2
Rune Forge,39680,2
Ino-Co,63900,2
"2K Czech,Feral Interactive (Mac)",50130,2
"2K Czech,Feral Interactive (Mac)",50130,2
"2K Czech,Feral Interactive (Mac)",50130,2
"2K Czech,Feral Interactive (Mac)",50130,0
"2K Czech,Feral Interactive (Mac)",50130,2
"2K Czech,Feral Interactive (Mac)",50130,2
"2K Czech,Feral Interactive (Mac)",50130,1
"2K Czech,Feral Interactive (Mac)",50130,2
"2K Czech,Feral Interactive (Mac)",50130,2
"2K Czech,Feral Interactive (Mac)",50130,2
"2K Czech,Feral Interactive (Mac)",50130,2
"2K Czech,Feral Interactive (Mac)",50130,0
"2K Czech,Feral Interactive (Mac)",50130,2
"2K Czech,Feral Interactive (Mac)",50130,1
"2K Czech,Feral Interactive (Mac)",50130,2
"2K Czech,Feral Interactive (Mac)",50130,1
"2K Czech,Feral Interactive (Mac)",50130,2
"2K Czech,Feral Interactive (Mac)",50130,2
"2K Czech,Feral Interactive (Mac)",50130,2
"2K Czech,Feral Interactive (Mac)",50130,1
"2K Czech,Feral Interactive (Mac)",50130,2
"2K Czech,Feral Interactive (Mac)",50130,1
"2K Czech,Feral Interactive (Mac)",50130,0
"2K Czech,Feral Interactive (Mac)",50130,1
"2K Czech,Feral Interactive (Mac)",50130,0
"2K Czech,Feral Interactive (Mac)",50130,2
"2K Czech,Feral Interactive (Mac)",50130,2
