id,recommended_id
242050.0,"[301730.0, 390369.0, 379990.0, 324390.0, 387280.0]"
252070.0,"[301730.0, 390369.0, 379990.0, 324390.0, 387280.0]"
260474.0,"[301730.0, 390369.0, 379990.0, 324390.0, 387280.0]"
258950.0,"[380790.0, 346180.0, 286040.0, 422170.0, 470500.0]"
264750.0,"[338640.0, 440370.0, 381713.0, 428920.0, 452540.0]"
260472.0,"[710050.0, 315260.0, 551880.0, 517751.0, 518080.0]"
260471.0,"[313020.0, 577350.0, 539640.0, 272710.0, 359930.0]"
261700.0,"[537940.0, 419965.0, 497710.0, 492390.0, 440740.0]"
263100.0,"[263100.0, 248610.0, 614340.0, 258910.0, 390386.0]"
260730.0,"[478030.0, 531860.0, 534590.0, 521270.0, 478045.0]"
222608.0,"[320970.0, 431560.0, 517930.0, 631110.0, 579650.0]"
252710.0,"[430311.0, 293220.0, 404981.0, 343955.0, 382480.0]"
260860.0,"[301730.0, 390369.0, 379990.0, 324390.0, 387280.0]"
247302.0,"[240660.0, 331450.0, 393640.0, 253770.0, 251990.0]"
246564.0,"[277757.0, 347050.0, 317100.0, 319240.0, 277756.0]"
253770.0,"[240660.0, 331450.0, 393640.0, 253770.0, 251990.0]"
260710.0,"[310110.0, 320352.0, 260710.0, 258362.0, 252770.0]"
260690.0,"[65228.0, 210064.0, 39270.0, 202670.0, 437231.0]"
267660.0,"[267660.0, 319014.0, 342360.0, 302010.0, 229752.0]"
266940.0,"[387170.0, 342250.0, 394920.0, 267880.0, 444170.0]"
237619.0,"[237619.0, 409560.0, 437750.0, 397330.0, 377900.0]"
258377.0,"[496690.0, 628400.0, 342812.0, 630470.0, 356140.0]"
258372.0,"[373340.0, 436510.0, 653861.0, 590172.0, 283230.0]"
258373.0,"[105000.0, 258373.0, 311400.0, 295066.0, 335100.0]"
258374.0,"[15390.0, 300440.0, 335450.0, 355970.0, 448020.0]"
258375.0,"[488890.0, 462110.0, 462351.0, 258375.0, 271944.0]"
258384.0,"[488890.0, 462110.0, 462351.0, 258375.0, 271944.0]"
222621.0,"[346550.0, 222621.0, 258388.0, 235400.0, 253410.0]"
257610.0,"[659120.0, 264440.0, 500211.0, 99900.0, 39160.0]"
262940.0,"[300780.0, 378472.0, 315050.0, 545120.0, 570510.0]"
257050.0,"[257050.0, 349370.0, 339383.0, 253110.0, 297080.0]"
253110.0,"[253110.0, 329551.0, 257050.0, 364170.0, 464900.0]"
259530.0,"[434633.0, 571880.0, 585770.0, 540690.0, 581390.0]"
259060.0,"[342620.0, 268320.0, 259020.0, 579610.0, 611400.0]"
109600.0,"[230891.0, 109600.0, 208349.0, 566990.0, 524940.0]"
248170.0,"[326002.0, 346150.0, 220260.0, 246050.0, 348550.0]"
253410.0,"[349940.0, 709600.0, 656370.0, 426590.0, 672860.0]"
249170.0,"[258391.0, 349934.0, 327176.0, 343770.0, 339540.0]"
259510.0,"[258391.0, 349934.0, 327176.0, 343770.0, 339540.0]"
259470.0,"[258391.0, 349934.0, 327176.0, 343770.0, 339540.0]"
258391.0,"[258391.0, 349934.0, 327176.0, 343770.0, 339540.0]"
258388.0,"[346550.0, 222621.0, 258388.0, 235400.0, 253410.0]"
235400.0,"[346550.0, 222621.0, 258388.0, 235400.0, 253410.0]"
266930.0,"[336810.0, 346540.0, 346541.0, 346542.0, 284910.0]"
264802.0,"[12180.0, 46250.0, 292840.0, 239160.0, 7840.0]"
267880.0,"[421210.0, 400500.0, 568630.0, 387170.0, 594450.0]"
237090.0,"[659870.0, 475300.0, 508271.0, 263060.0, 544440.0]"
268100.0,"[239370.0, 415680.0, 463120.0, 351420.0, 320986.0]"
257120.0,"[550333.0, 360500.0, 427001.0, 416320.0, 259940.0]"
263800.0,"[93304.0, 245580.0, 242780.0, 351570.0, 250030.0]"
259680.0,"[291610.0, 277270.0, 13560.0, 288900.0, 271964.0]"
229310.0,"[295056.0, 539400.0, 393026.0, 393042.0, 266050.0]"
260190.0,"[388293.0, 435070.0, 45774.0, 440410.0, 55382.0]"
268281.0,"[342795.0, 350710.0, 593410.0, 432670.0, 404080.0]"
268280.0,"[360550.0, 448000.0, 261740.0, 387670.0, 287340.0]"
271110.0,"[356160.0, 605510.0, 309872.0, 265191.0, 718360.0]"
261392.0,"[564080.0, 32360.0, 369822.0, 734820.0, 312290.0]"
266740.0,"[310830.0, 277770.0, 380890.0, 317833.0, 277870.0]"
262650.0,"[268560.0, 446390.0, 381870.0, 683420.0, 508290.0]"
267610.0,"[286880.0, 245300.0, 294956.0, 263740.0, 384110.0]"
271100.0,"[490130.0, 343570.0, 721147.0, 709770.0, 740080.0]"
267381.0,"[317470.0, 710010.0, 356231.0, 458640.0, 553950.0]"
259122.0,"[231455.0, 316820.0, 392880.0, 666500.0, 549113.0]"
261393.0,"[725080.0, 307620.0, 344175.0, 500392.0, 335680.0]"
261397.0,"[283552.0, 346940.0, 304491.0, 374090.0, 553360.0]"
261394.0,"[289800.0, 348685.0, 301610.0, 24200.0, 279720.0]"
261396.0,"[559550.0, 551210.0, 740740.0, 702320.0, 550560.0]"
261399.0,"[443970.0, 291650.0, 403455.0, 377280.0, 342835.0]"
215912.0,"[402050.0, 499150.0, 417660.0, 416424.0, 272084.0]"
264240.0,"[210085.0, 207350.0, 314760.0, 370220.0, 318520.0]"
94400.0,"[399831.0, 338350.0, 343720.0, 329460.0, 436910.0]"
201040.0,"[636390.0, 657050.0, 510520.0, 711280.0, 615150.0]"
267920.0,"[287760.0, 375560.0, 225600.0, 363360.0, 365840.0]"
261740.0,"[370460.0, 448000.0, 360550.0, 268280.0, 295034.0]"
261820.0,"[361700.0, 344551.0, 362320.0, 603140.0, 498720.0]"
272690.0,"[709190.0, 689590.0, 342823.0, 464450.0, 400400.0]"
269210.0,"[348684.0, 523900.0, 410030.0, 433270.0, 390940.0]"
262790.0,"[306410.0, 487020.0, 425820.0, 604280.0, 245220.0]"
249570.0,"[334960.0, 321710.0, 335090.0, 444970.0, 291472.0]"
263320.0,"[634320.0, 738580.0, 635820.0, 647000.0, 674320.0]"
267130.0,"[314230.0, 588120.0, 569850.0, 308265.0, 765600.0]"
275590.0,"[559380.0, 606210.0, 387930.0, 657500.0, 751160.0]"
224480.0,"[362040.0, 374820.0, 215912.0, 417660.0, 564870.0]"
232990.0,"[267720.0, 232990.0, 281102.0, 323160.0, 288840.0]"
267720.0,"[267720.0, 232990.0, 281102.0, 323160.0, 288840.0]"
275350.0,"[271428.0, 389921.0, 611925.0, 342010.0, 671940.0]"
271428.0,"[271428.0, 389921.0, 611925.0, 342010.0, 671940.0]"
269230.0,"[315396.0, 269230.0, 349840.0, 629720.0, 389150.0]"
271427.0,"[271427.0, 396290.0, 361690.0, 258760.0, 354960.0]"
271430.0,"[362030.0, 356630.0, 348300.0, 346850.0, 374160.0]"
271433.0,"[433746.0, 551821.0, 507840.0, 428602.0, 501200.0]"
271432.0,"[369812.0, 284441.0, 326230.0, 269790.0, 271432.0]"
276440.0,"[580160.0, 489400.0, 444170.0, 535736.0, 258372.0]"
10270.0,"[376140.0, 443530.0, 386630.0, 427810.0, 386700.0]"
265690.0,"[283490.0, 299150.0, 291610.0, 13560.0, 288900.0]"
222582.0,"[243360.0, 364900.0, 280640.0, 271457.0, 307780.0]"
226673.0,"[525690.0, 630160.0, 615780.0, 677030.0, 654180.0]"
224040.0,"[289840.0, 438906.0, 355380.0, 454670.0, 405440.0]"
257870.0,"[355360.0, 301893.0, 294990.0, 396250.0, 363510.0]"
263460.0,"[312240.0, 390459.0, 436570.0, 416421.0, 551300.0]"
250180.0,"[367260.0, 353300.0, 284770.0, 316160.0, 210870.0]"
271449.0,"[274440.0, 342794.0, 392810.0, 542650.0, 620990.0]"
271450.0,"[636200.0, 206140.0, 520030.0, 356040.0, 338650.0]"
271451.0,"[498950.0, 452760.0, 372300.0, 414860.0, 344970.0]"
253750.0,"[616250.0, 560260.0, 460840.0, 341930.0, 582700.0]"
271453.0,"[303251.0, 508390.0, 339500.0, 491000.0, 466050.0]"
271454.0,"[295173.0, 258365.0, 343300.0, 238460.0, 536540.0]"
271452.0,"[265890.0, 331220.0, 357830.0, 356940.0, 323610.0]"
275810.0,"[275830.0, 275810.0, 369817.0, 387510.0, 530650.0]"
275830.0,"[275830.0, 275810.0, 369817.0, 387510.0, 530650.0]"
265890.0,"[265890.0, 331220.0, 357830.0, 356940.0, 323610.0]"
271900.0,"[275830.0, 275810.0, 369817.0, 387510.0, 530650.0]"
258760.0,"[396290.0, 258760.0, 354960.0, 271427.0, 354690.0]"
277721.0,"[500100.0, 608600.0, 372512.0, 572240.0, 407140.0]"
271448.0,"[344150.0, 239660.0, 760200.0, 424780.0, 547070.0]"
277590.0,"[290730.0, 565261.0, 340960.0, 630900.0, 495930.0]"
239250.0,"[273760.0, 346160.0, 258812.0, 464180.0, 255750.0]"
258813.0,"[255750.0, 266170.0, 273760.0, 247000.0, 258813.0]"
247000.0,"[255750.0, 266170.0, 273760.0, 247000.0, 258813.0]"
266170.0,"[255750.0, 266170.0, 273760.0, 247000.0, 258813.0]"
285690.0,"[255750.0, 266170.0, 273760.0, 247000.0, 258813.0]"
255750.0,"[255750.0, 266170.0, 273760.0, 247000.0, 258813.0]"
273760.0,"[255750.0, 266170.0, 273760.0, 247000.0, 258813.0]"
283530.0,"[255750.0, 266170.0, 273760.0, 247000.0, 258813.0]"
258812.0,"[255750.0, 266170.0, 273760.0, 247000.0, 258813.0]"
270310.0,"[255750.0, 266170.0, 273760.0, 247000.0, 258813.0]"
271455.0,"[255750.0, 266170.0, 273760.0, 247000.0, 258813.0]"
271456.0,"[757190.0, 24635.0, 741760.0, 563283.0, 334113.0]"
285550.0,"[242860.0, 238090.0, 318780.0, 319300.0, 319620.0]"
214550.0,"[368510.0, 368820.0, 372520.0, 299070.0, 354180.0]"
255280.0,"[365330.0, 355090.0, 331181.0, 367040.0, 361190.0]"
251470.0,"[271457.0, 280640.0, 307780.0, 510750.0, 222582.0]"
271457.0,"[271457.0, 307780.0, 337400.0, 696300.0, 295082.0]"
280640.0,"[271457.0, 307780.0, 337400.0, 696300.0, 295082.0]"
274430.0,"[363780.0, 434920.0, 345030.0, 485740.0, 317370.0]"
283552.0,"[261397.0, 480720.0, 394740.0, 313010.0, 562386.0]"
285800.0,"[426350.0, 449170.0, 743660.0, 288610.0, 278720.0]"
258180.0,"[335120.0, 258180.0, 347690.0, 349938.0, 369772.0]"
233150.0,"[625500.0, 292712.0, 425840.0, 505640.0, 335200.0]"
270330.0,"[391600.0, 366140.0, 503830.0, 496580.0, 363830.0]"
271460.0,"[271460.0, 419946.0, 303410.0, 288370.0, 71112.0]"
214932.0,"[314680.0, 606950.0, 92300.0, 317400.0, 297514.0]"
271458.0,"[315650.0, 295730.0, 409653.0, 317800.0, 340540.0]"
271459.0,"[283920.0, 342834.0, 342520.0, 343615.0, 344260.0]"
222639.0,"[408510.0, 359090.0, 367190.0, 294770.0, 271476.0]"
262390.0,"[271477.0, 11330.0, 356310.0, 450810.0, 1930.0]"
274980.0,"[2570.0, 343270.0, 390442.0, 367670.0, 252550.0]"
286970.0,"[362580.0, 246256.0, 487160.0, 291450.0, 450810.0]"
286971.0,"[300300.0, 761190.0, 593290.0, 568590.0, 733090.0]"
286966.0,"[383250.0, 297790.0, 337680.0, 341570.0, 295210.0]"
286963.0,"[71340.0, 253370.0, 389421.0, 492891.0, 211800.0]"
286965.0,"[409250.0, 332293.0, 592290.0, 565261.0, 290730.0]"
283880.0,"[246253.0, 341810.0, 12600.0, 322750.0, 390440.0]"
275330.0,"[528300.0, 504370.0, 334560.0, 455280.0, 736450.0]"
281560.0,"[315860.0, 544080.0, 500120.0, 409360.0, 272990.0]"
276380.0,"[332570.0, 389920.0, 410780.0, 591730.0, 388660.0]"
273150.0,"[502420.0, 367930.0, 384590.0, 262630.0, 470580.0]"
273152.0,"[273152.0, 297960.0, 411730.0, 351550.0, 258370.0]"
271464.0,"[425840.0, 721054.0, 566680.0, 580950.0, 616240.0]"
271465.0,"[298050.0, 348810.0, 382070.0, 448530.0, 352220.0]"
271467.0,"[687170.0, 482720.0, 347610.0, 456090.0, 708830.0]"
271469.0,"[321510.0, 366670.0, 381671.0, 688255.0, 328850.0]"
266370.0,"[509680.0, 506120.0, 391310.0, 632200.0, 445930.0]"
271468.0,"[271468.0, 368250.0, 397230.0, 412080.0, 440520.0]"
258645.0,"[572070.0, 342858.0, 397240.0, 355740.0, 369802.0]"
287740.0,"[412930.0, 281410.0, 281820.0, 209160.0, 389160.0]"
282880.0,"[286460.0, 325987.0, 283370.0, 284710.0, 383870.0]"
281340.0,"[368220.0, 292721.0, 288040.0, 281342.0, 369970.0]"
281342.0,"[368220.0, 292721.0, 288040.0, 281342.0, 369970.0]"
288040.0,"[368220.0, 292721.0, 288040.0, 281342.0, 369970.0]"
289600.0,"[479270.0, 444040.0, 425980.0, 462660.0, 405820.0]"
286320.0,"[348100.0, 230270.0, 343940.0, 625080.0, 617880.0]"
240970.0,"[368220.0, 292721.0, 288040.0, 281342.0, 369970.0]"
287020.0,"[287020.0, 351820.0, 342829.0, 350620.0, 362590.0]"
292350.0,"[348440.0, 344480.0, 353571.0, 273600.0, 362820.0]"
287760.0,"[287760.0, 375560.0, 225600.0, 363360.0, 365840.0]"
291290.0,"[267340.0, 494670.0, 537822.0, 337750.0, 724070.0]"
283560.0,"[357300.0, 258653.0, 310420.0, 283560.0, 389917.0]"
283040.0,"[271475.0, 588840.0, 386400.0, 611270.0, 373770.0]"
269550.0,"[402890.0, 338201.0, 403140.0, 319840.0, 408050.0]"
271476.0,"[102622.0, 222639.0, 359090.0, 294770.0, 367190.0]"
271477.0,"[271477.0, 11330.0, 356310.0, 450810.0, 1930.0]"
291450.0,"[356310.0, 278080.0, 450810.0, 580160.0, 295210.0]"
290280.0,"[72760.0, 252550.0, 9310.0, 288790.0, 424310.0]"
280680.0,"[615520.0, 97106.0, 38180.0, 32140.0, 285310.0]"
256525.0,"[256525.0, 256524.0, 256526.0, 256527.0, 256555.0]"
256524.0,"[256525.0, 256524.0, 256526.0, 256527.0, 256555.0]"
256526.0,"[256525.0, 256524.0, 256526.0, 256527.0, 256555.0]"
256527.0,"[256525.0, 256524.0, 256526.0, 256527.0, 256555.0]"
256555.0,"[256525.0, 256524.0, 256526.0, 256527.0, 256555.0]"
256549.0,"[256525.0, 256524.0, 256526.0, 256527.0, 256555.0]"
275163.0,"[437870.0, 637757.0, 273590.0, 523500.0, 301200.0]"
275807.0,"[275807.0, 261680.0, 287100.0, 358410.0, 235320.0]"
275809.0,"[496590.0, 55471.0, 437560.0, 604280.0, 456220.0]"
256532.0,"[629880.0, 338530.0, 502700.0, 507180.0, 486020.0]"
246680.0,"[357300.0, 258653.0, 310420.0, 283560.0, 389917.0]"
284020.0,"[434910.0, 631240.0, 631250.0, 40300.0, 349580.0]"
283920.0,"[343615.0, 271459.0, 342834.0, 342520.0, 354720.0]"
289540.0,"[390414.0, 420360.0, 268280.0, 360550.0, 535732.0]"
271570.0,"[315650.0, 295730.0, 409653.0, 317800.0, 340540.0]"
284950.0,"[283960.0, 222085.0, 282280.0, 255140.0, 359390.0]"
283960.0,"[387970.0, 352189.0, 201100.0, 284950.0, 224040.0]"
292880.0,"[46600.0, 535780.0, 316967.0, 70100.0, 295210.0]"
295210.0,"[278080.0, 356310.0, 306150.0, 246256.0, 292880.0]"
263540.0,"[283270.0, 403090.0, 436601.0, 384730.0, 316680.0]"
280380.0,"[280380.0, 746870.0, 582070.0, 467130.0, 337940.0]"
291270.0,"[368650.0, 467034.0, 65400.0, 547630.0, 404110.0]"
294350.0,"[391580.0, 312600.0, 417800.0, 734282.0, 452940.0]"
279480.0,"[390437.0, 311170.0, 754190.0, 202524.0, 207430.0]"
289360.0,"[376373.0, 591499.0, 582430.0, 342818.0, 337830.0]"
289220.0,"[752450.0, 707160.0, 657423.0, 597640.0, 38120.0]"
289460.0,"[346890.0, 277778.0, 740950.0, 332120.0, 284440.0]"
289200.0,"[660050.0, 363200.0, 372350.0, 523011.0, 301180.0]"
287091.0,"[513094.0, 352190.0, 472671.0, 369830.0, 437420.0]"
287090.0,"[458680.0, 631780.0, 601780.0, 575670.0, 316500.0]"
287094.0,"[451730.0, 355450.0, 417461.0, 351890.0, 394423.0]"
287095.0,"[240340.0, 675807.0, 675802.0, 614005.0, 509694.0]"
287092.0,"[301730.0, 390369.0, 379990.0, 324390.0, 387280.0]"
287093.0,"[307980.0, 306240.0, 452540.0, 412310.0, 381713.0]"
286340.0,"[301730.0, 390369.0, 379990.0, 324390.0, 387280.0]"
288730.0,"[301730.0, 390369.0, 379990.0, 324390.0, 387280.0]"
285540.0,"[301730.0, 390369.0, 379990.0, 324390.0, 387280.0]"
297570.0,"[275807.0, 261680.0, 287100.0, 358410.0, 235320.0]"
283660.0,"[308161.0, 757190.0, 356124.0, 340250.0, 430960.0]"
252570.0,"[252570.0, 401550.0, 328710.0, 372190.0, 368960.0]"
293960.0,"[50970.0, 45700.0, 258814.0, 637737.0, 10140.0]"
287720.0,"[531180.0, 332210.0, 527400.0, 388479.0, 378570.0]"
281280.0,"[658274.0, 374080.0, 371550.0, 525740.0, 299460.0]"
292390.0,"[292390.0, 372100.0, 368700.0, 370080.0, 351555.0]"
292410.0,"[24810.0, 744450.0, 484890.0, 374080.0, 679570.0]"
284830.0,"[586970.0, 113200.0, 343425.0, 606720.0, 214420.0]"
295770.0,"[310890.0, 468310.0, 497170.0, 555300.0, 320988.0]"
298010.0,"[283552.0, 331790.0, 253050.0, 480720.0, 261397.0]"
290406.0,"[600440.0, 591505.0, 436581.0, 618030.0, 718090.0]"
279500.0,"[351240.0, 325630.0, 461245.0, 421560.0, 458470.0]"
250640.0,"[350000.0, 351555.0, 372100.0, 372070.0, 368700.0]"
289730.0,"[406570.0, 327130.0, 326220.0, 335520.0, 348610.0]"
250300.0,"[353600.0, 513092.0, 311340.0, 368870.0, 353420.0]"
244830.0,"[365900.0, 366730.0, 385820.0, 376800.0, 333773.0]"
288500.0,"[301730.0, 390369.0, 379990.0, 324390.0, 387280.0]"
281220.0,"[301730.0, 390369.0, 379990.0, 324390.0, 387280.0]"
222628.0,"[301730.0, 390369.0, 379990.0, 324390.0, 387280.0]"
296750.0,"[301730.0, 390369.0, 379990.0, 324390.0, 387280.0]"
274880.0,"[239370.0, 415680.0, 463120.0, 351420.0, 320986.0]"
264060.0,"[372150.0, 289130.0, 400842.0, 388260.0, 417680.0]"
295730.0,"[315650.0, 295730.0, 409653.0, 317800.0, 340540.0]"
286100.0,"[366990.0, 355190.0, 334260.0, 282100.0, 370540.0]"
299130.0,"[586280.0, 704540.0, 682760.0, 550810.0, 520900.0]"
273300.0,"[347580.0, 715192.0, 219830.0, 661460.0, 295007.0]"
294907.0,"[277830.0, 608630.0, 256552.0, 751870.0, 685910.0]"
281900.0,"[450094.0, 441600.0, 639530.0, 560570.0, 241370.0]"
294906.0,"[489700.0, 492952.0, 351060.0, 658274.0, 402850.0]"
294905.0,"[313140.0, 441130.0, 360680.0, 405690.0, 288160.0]"
294908.0,"[520080.0, 293320.0, 387983.0, 370710.0, 433130.0]"
299070.0,"[287020.0, 351820.0, 342829.0, 350620.0, 362590.0]"
268540.0,"[287020.0, 351820.0, 342829.0, 350620.0, 362590.0]"
273600.0,"[348440.0, 344480.0, 353571.0, 273600.0, 362820.0]"
292760.0,"[380580.0, 62100.0, 737530.0, 461530.0, 499330.0]"
225600.0,"[365840.0, 363360.0, 370750.0, 375090.0, 375560.0]"
291900.0,"[351553.0, 354600.0, 361630.0, 296590.0, 283410.0]"
299140.0,"[368220.0, 292721.0, 288040.0, 281342.0, 369970.0]"
265630.0,"[368220.0, 292721.0, 288040.0, 281342.0, 369970.0]"
296530.0,"[368220.0, 292721.0, 288040.0, 281342.0, 369970.0]"
301060.0,"[301060.0, 692300.0, 443980.0, 332780.0, 552140.0]"
266490.0,"[445170.0, 436571.0, 698350.0, 39900.0, 35420.0]"
252690.0,"[316700.0, 355530.0, 525050.0, 590190.0, 554880.0]"
269330.0,"[633960.0, 595140.0, 762640.0, 532050.0, 282640.0]"
293320.0,"[387983.0, 294908.0, 520080.0, 370710.0, 433130.0]"
260160.0,"[200150.0, 434730.0, 429710.0, 535737.0, 341460.0]"
287200.0,"[359650.0, 313960.0, 344160.0, 578260.0, 366570.0]"
283620.0,"[356210.0, 395560.0, 580300.0, 326004.0, 285420.0]"
301240.0,"[484890.0, 590270.0, 420680.0, 410920.0, 751500.0]"
294910.0,"[343630.0, 368730.0, 367850.0, 426992.0, 661480.0]"
294909.0,"[383800.0, 419470.0, 345790.0, 695940.0, 379970.0]"
294912.0,"[258652.0, 294912.0, 364130.0, 294911.0, 288690.0]"
258652.0,"[258652.0, 294912.0, 364130.0, 294911.0, 288690.0]"
294911.0,"[294911.0, 288690.0, 294912.0, 342842.0, 258652.0]"
256505.0,"[393330.0, 743620.0, 340000.0, 425940.0, 626580.0]"
269790.0,"[369812.0, 284441.0, 326230.0, 269790.0, 271432.0]"
288690.0,"[294911.0, 288690.0, 294912.0, 342842.0, 258652.0]"
298680.0,"[404650.0, 405430.0, 349770.0, 363900.0, 377520.0]"
238460.0,"[368890.0, 295173.0, 271454.0, 258365.0, 343300.0]"
282100.0,"[366990.0, 355190.0, 334260.0, 286100.0, 370540.0]"
252550.0,"[242680.0, 424310.0, 274980.0, 31990.0, 222630.0]"
268520.0,"[616410.0, 665240.0, 615180.0, 608830.0, 697700.0]"
244450.0,"[291450.0, 271477.0, 278120.0, 294917.0, 262390.0]"
299170.0,"[391040.0, 391580.0, 294350.0, 452940.0, 417800.0]"
299180.0,"[306020.0, 426790.0, 509653.0, 276870.0, 305450.0]"
294720.0,"[348490.0, 660390.0, 756920.0, 587610.0, 719380.0]"
294670.0,"[294670.0, 29180.0, 301246.0, 301248.0, 624670.0]"
296450.0,"[365900.0, 366730.0, 385820.0, 376800.0, 333773.0]"
281601.0,"[365900.0, 366730.0, 385820.0, 376800.0, 333773.0]"
300910.0,"[301060.0, 692300.0, 443980.0, 332780.0, 552140.0]"
292260.0,"[326150.0, 301060.0, 300910.0, 397010.0, 441170.0]"
292800.0,"[294670.0, 29180.0, 301246.0, 301248.0, 624670.0]"
294540.0,"[365900.0, 366730.0, 385820.0, 376800.0, 333773.0]"
301190.0,"[343510.0, 681530.0, 642250.0, 538532.0, 448050.0]"
300510.0,"[365900.0, 366730.0, 385820.0, 376800.0, 333773.0]"
277510.0,"[44620.0, 398472.0, 314320.0, 328021.0, 361130.0]"
271850.0,"[700480.0, 680880.0, 729950.0, 710400.0, 701280.0]"
279520.0,"[279520.0, 290340.0, 579680.0, 439920.0, 579630.0]"
290990.0,"[342620.0, 268320.0, 259020.0, 579610.0, 611400.0]"
293880.0,"[279520.0, 290340.0, 579680.0, 439920.0, 579630.0]"
279540.0,"[650930.0, 311840.0, 295033.0, 540840.0, 679590.0]"
299240.0,"[379575.0, 382410.0, 372560.0, 344120.0, 363240.0]"
297150.0,"[540840.0, 295033.0, 679590.0, 311840.0, 650930.0]"
290460.0,"[537260.0, 294700.0, 269350.0, 600830.0, 766530.0]"
300540.0,"[726330.0, 253230.0, 489220.0, 24082.0, 762290.0]"
294310.0,"[718180.0, 761770.0, 311100.0, 73039.0, 765420.0]"
294311.0,"[388490.0, 447850.0, 299840.0, 383150.0, 343956.0]"
292721.0,"[368220.0, 292721.0, 288040.0, 281342.0, 369970.0]"
299820.0,"[359650.0, 287200.0, 313960.0, 668050.0, 344160.0]"
290040.0,"[365840.0, 363360.0, 370750.0, 375090.0, 375560.0]"
295220.0,"[292981.0, 353740.0, 376850.0, 374880.0, 512913.0]"
292981.0,"[295220.0, 376850.0, 353740.0, 374880.0, 326590.0]"
292722.0,"[610630.0, 377280.0, 403455.0, 291650.0, 342835.0]"
292980.0,"[258371.0, 607460.0, 729360.0, 718290.0, 611850.0]"
274431.0,"[404550.0, 342970.0, 375520.0, 538290.0, 505400.0]"
297790.0,"[297790.0, 286966.0, 360240.0, 341570.0, 337680.0]"
289180.0,"[535910.0, 585780.0, 660970.0, 708490.0, 408760.0]"
261110.0,"[412960.0, 357460.0, 326034.0, 401660.0, 279623.0]"
245620.0,"[15920.0, 758170.0, 581430.0, 530860.0, 290490.0]"
272990.0,"[500120.0, 301116.0, 362700.0, 260510.0, 344000.0]"
303332.0,"[315650.0, 295730.0, 409653.0, 317800.0, 340540.0]"
303331.0,"[500620.0, 339033.0, 509900.0, 366510.0, 381010.0]"
301200.0,"[637757.0, 273590.0, 275163.0, 437870.0, 523500.0]"
303630.0,"[360097.0, 543010.0, 409256.0, 485080.0, 525370.0]"
301690.0,"[486350.0, 709500.0, 249630.0, 379290.0, 357660.0]"
300870.0,"[264420.0, 666200.0, 766850.0, 371660.0, 376230.0]"
285050.0,"[514700.0, 369110.0, 441450.0, 524300.0, 371471.0]"
303330.0,"[443980.0, 692300.0, 552140.0, 300910.0, 332780.0]"
267382.0,"[358970.0, 674700.0, 390384.0, 668070.0, 210083.0]"
279560.0,"[698710.0, 438110.0, 665460.0, 426500.0, 765190.0]"
304590.0,"[71161.0, 349720.0, 271453.0, 303251.0, 310460.0]"
279622.0,"[354860.0, 279621.0, 304400.0, 343340.0, 352520.0]"
279620.0,"[385520.0, 523470.0, 613430.0, 509420.0, 433950.0]"
279621.0,"[284160.0, 352520.0, 343340.0, 279621.0, 436360.0]"
304400.0,"[284160.0, 352520.0, 343340.0, 279621.0, 436360.0]"
291473.0,"[557300.0, 600450.0, 734810.0, 366660.0, 442820.0]"
288520.0,"[298990.0, 653200.0, 446460.0, 338372.0, 310080.0]"
294750.0,"[526571.0, 462240.0, 319820.0, 310390.0, 307350.0]"
303940.0,"[301730.0, 390369.0, 379990.0, 324390.0, 387280.0]"
244950.0,"[301730.0, 390369.0, 379990.0, 324390.0, 387280.0]"
301180.0,"[523011.0, 363200.0, 660050.0, 501740.0, 371110.0]"
286380.0,"[301730.0, 390369.0, 379990.0, 324390.0, 387280.0]"
288650.0,"[586380.0, 409730.0, 285070.0, 591505.0, 698351.0]"
294690.0,"[294690.0, 612730.0, 389421.0, 492891.0, 211800.0]"
293920.0,"[215856.0, 366250.0, 292020.0, 288310.0, 73194.0]"
281602.0,"[528470.0, 343860.0, 616950.0, 259120.0, 728670.0]"
304490.0,"[604500.0, 767230.0, 717960.0, 713570.0, 625430.0]"
304491.0,"[374090.0, 303510.0, 553360.0, 574970.0, 353053.0]"
295630.0,"[688300.0, 439241.0, 681500.0, 404980.0, 244030.0]"
259041.0,"[398630.0, 614050.0, 519420.0, 319930.0, 446760.0]"
290770.0,"[214420.0, 206122.0, 396590.0, 71120.0, 406480.0]"
301250.0,"[605550.0, 461930.0, 607020.0, 565322.0, 626620.0]"
301360.0,"[364750.0, 524174.0, 699470.0, 509200.0, 574810.0]"
283020.0,"[451600.0, 382900.0, 684530.0, 713110.0, 492830.0]"
303410.0,"[271460.0, 322210.0, 419946.0, 725040.0, 321190.0]"
270510.0,"[495160.0, 730120.0, 432230.0, 601810.0, 387960.0]"
284770.0,"[367260.0, 353300.0, 250180.0, 316160.0, 210870.0]"
306200.0,"[301730.0, 390369.0, 379990.0, 324390.0, 387280.0]"
301730.0,"[301730.0, 390369.0, 379990.0, 324390.0, 387280.0]"
279260.0,"[301730.0, 390369.0, 379990.0, 324390.0, 387280.0]"
249610.0,"[301730.0, 390369.0, 379990.0, 324390.0, 387280.0]"
247730.0,"[277749.0, 463903.0, 464205.0, 230070.0, 491290.0]"
293940.0,"[414590.0, 427910.0, 376959.0, 396172.0, 361314.0]"
205090.0,"[365900.0, 366730.0, 385820.0, 376800.0, 333773.0]"
263120.0,"[409460.0, 569570.0, 375950.0, 336520.0, 602740.0]"
