developer,item_id,posted_year,count
QCF Design,226620,2014,1
"Hopoo Games, LLC",248820,2013,15
"Hopoo Games, LLC",248820,2014,36
"Hopoo Games, LLC",248820,2015,20
Hanako Games,251990,2013,1
Hanako Games,251990,2014,6
The Indie Stone,108600,2013,3
The Indie Stone,108600,2014,28
The Indie Stone,108600,2015,5
Arkedo,243280,2014,1
2Play,257750,2013,2
2Play,257750,2014,3
2Play,257750,2015,2
Flyleap Studios Pty. Ltd.,248630,2013,2
Flyleap Studios Pty. Ltd.,248630,2014,2
Ubisoft Montreal,242050,2013,11
Ubisoft Montreal,242050,2014,12
Ubisoft Montreal,242050,2015,1
8888888 LABS,252070,2013,1
Axis Game Factory LLC,253370,2015,1
Xtal Sword,261700,2013,1
Xtal Sword,261700,2014,4
TML Studios,253770,2013,1
Storybird,259600,2014,1
Revolution Software Ltd,262940,2013,1
Harvester Games,253110,2014,1
Harvester Games,253110,2015,1
D-Pad Studio,259530,2013,2
D-Pad Studio,259530,2014,2
D-Pad Studio,259530,2015,2
Illwinter Game Design,259060,2015,1
Cryptic Studios,109600,2013,12
Cryptic Studios,109600,2014,11
Cryptic Studios,109600,2015,10
Clickteam,248170,2014,1
Clickteam,248170,2015,2
Nival,235400,2013,1
WildTangent,246840,2014,1
2DArray,257120,2014,1
Netcore Games,259680,2014,2
Netcore Games,259680,2015,1
United Independent Entertainment GmbH,267600,2014,2
United Independent Entertainment GmbH,267600,2015,1
OVERKILL - a Starbreeze Studio.,267381,2015,2
Interdimensional Games Inc,264240,2014,1
Messhof,94400,2014,7
Messhof,94400,2015,7
Ubisoft Sofia,260210,2014,1
Alan Edwardes,261820,2014,17
Alan Edwardes,261820,2015,3
New World Interactive,222880,2013,4
New World Interactive,222880,2014,58
New World Interactive,222880,2015,48
Ultra Runaway Games,263560,2014,1
"Elias Viglione,Jussi Kukkonen",269210,2014,5
"Elias Viglione,Jussi Kukkonen",269210,2015,4
Jason Rohrer,249570,2014,1
Mighty Rabbit Studios,263320,2014,2
Mighty Rabbit Studios,263320,2015,1
Oxide Games,267130,2014,1
Senscape,272060,2014,4
Senscape,272060,2015,1
OVERKILL - a Starbreeze Studio.,275590,2015,1
Young Horses,224480,2014,18
Young Horses,224480,2015,2
Idea Factory,237890,2014,2
Idea Factory,237890,2015,1
GTGD,269570,2015,1
Arc System Works,263300,2014,4
Limasse Five,265690,2014,1
Krillbite Studio,250600,2014,39
Krillbite Studio,250600,2015,5
"SNK CORPORATION,DotEmu",250180,2014,8
Shining Rock Software LLC,242920,2014,27
Shining Rock Software LLC,242920,2015,10
Matthew Brown,265890,2014,1
Matthew Brown,265890,2015,3
Matthew Brown,271900,2014,1
Matthew Brown,271900,2015,1
"Damian Sommer,Emily Carroll",269030,2014,1
Matt Roszak,265610,2014,4
Matt Roszak,265610,2015,2
Last Dimension,279160,2014,1
Ubisoft Montreal,277590,2014,1
Ubisoft Montreal,277590,2015,2
MercurySteam,239250,2014,1
MercurySteam,239250,2015,1
Nomad Games,247000,2014,4
Nomad Games,247000,2015,6
Thomas Bowker,266010,2014,5
Thomas Bowker,266010,2015,5
Square Enix,258180,2014,3
Vlambeer,233150,2014,2
Vlambeer,233150,2015,2
Rob Howland,274980,2014,3
Crystal Shard,283880,2014,2
Tribute Games Inc.,218820,2013,1
Tribute Games Inc.,218820,2014,1
Opus,240970,2015,2
"Vanguard Games,343 Industries",277430,2014,13
"Vanguard Games,343 Industries",277430,2015,3
Alawar,286500,2014,1
Alawar,286500,2015,1
Quantized Bit,290280,2014,1
BumpkinBrothers,271570,2014,1
DL Softworks,284950,2015,1
Humongous Entertainment,283960,2015,1
Idea Factory,260130,2015,1
Mad Otter Games,263540,2014,4
Digital Tentacle,282760,2014,1
Farsky Interactive,286340,2014,5
Farsky Interactive,286340,2015,2
Hippomancer,295770,2014,1
"Croteam,Alligator Pit",227780,2015,1
Windybeard,295730,2014,1
Minor Key Games,286100,2014,9
Minor Key Games,286100,2015,5
Puny Human,225600,2013,1
Puny Human,225600,2014,7
Fistful of Frags Team,265630,2014,41
Fistful of Frags Team,265630,2015,20
"BitMonster, Inc.",266490,2014,1
"Nova Dimension,Naga Entertainment",293320,2014,1
Mimimi Productions,260160,2014,2
Last Limb LLC,282740,2014,1
Digital Happiness,269790,2015,1
The Behemoth,238460,2014,61
The Behemoth,238460,2015,26
Digitalmindsoft,244450,2014,1
Digitalmindsoft,244450,2015,4
Humongous Entertainment,294670,2014,1
Humongous Entertainment,294540,2014,1
Winter Wolves,290990,2014,1
Nabi Studios,248570,2014,29
Nabi Studios,248570,2015,17
Milkstone Studios,293860,2014,2
KADOKAWA GAMES / GRASSHOPPER MANUFACTURE,261110,2014,1
KADOKAWA GAMES / GRASSHOPPER MANUFACTURE,261110,2015,1
Haemimont Games,245620,2014,5
Haemimont Games,245620,2015,5
Myrtilus Entertainment,285050,2015,1
Winter Wolves,293920,2014,1
Endnight Games Ltd,242760,2014,83
Endnight Games Ltd,242760,2015,24
Over The Moon,290770,2014,2
Over The Moon,290770,2015,3
Phosphor Games Studio,247730,2013,4
Phosphor Games Studio,247730,2014,20
Phosphor Games Studio,247730,2015,5
Stage 2 Studios,261530,2014,1
"Michael Todd Games,Yazar Media Group LLC",301460,2015,1
SmashGames,268750,2014,25
SmashGames,268750,2015,8
3f Interactive,270570,2014,2
Heydeck Games,262900,2015,2
Unfinished Pixel,297490,2014,1
Unfinished Pixel,297490,2015,1
Lost Decade Games,280040,2015,1
Goldhawk Interactive,223830,2014,2
XGen Studios,307640,2014,1
Cyanide Studio,255260,2014,2
Larian Studios,230230,2014,8
Larian Studios,230230,2015,3
MEGAFUZZ,283230,2014,1
MEGAFUZZ,283230,2015,1
Crytek,291480,2014,17
Crytek,291480,2015,8
Game Dev Castle,241240,2014,1
Game Dev Castle,241240,2015,2
Laminar Research,292180,2014,1
Fixpoint Productions Ltd.,293900,2014,2
Stainless Games,255420,2014,3
Stainless Games,255420,2015,1
Subvert Games,302590,2015,1
EVGA,268850,2015,1
b-alive gmbh,307990,2014,1
JumpCore Productions,291370,2015,1
GalaxyTrail,248310,2014,4
GalaxyTrail,248310,2015,3
Nom Nom Games,302270,2014,2
Nom Nom Games,302270,2015,1
Tribe Studios,307290,2014,1
Tribe Studios,307290,2015,1
Relic Entertainment,297512,2015,1
Elliptic Games,314230,2015,2
Nihon Falcom,251150,2015,2
Free Lives,312990,2014,18
Free Lives,312990,2015,6
Keen Games,247950,2015,1
Night Node,298520,2014,1
Night Node,298520,2015,5
Evil Twin Artworks,298480,2015,1
A Jolly Corpse,263960,2014,2
"Dan  Walters,Ceri Williams",314020,2015,1
GamePrix,300040,2014,3
Idigicon,307340,2015,2
The Men Who Wear Many Hats,257710,2014,5
The Men Who Wear Many Hats,257710,2015,1
Colossal Games,299260,2015,1
4A Games,286690,2014,2
4A Games,286690,2015,2
4A Games,287390,2014,1
4A Games,287390,2015,8
Xaviant,261760,2014,6
Social Loner Studios,312010,2014,1
Eko Software,250400,2013,3
Eko Software,250400,2014,10
Eko Software,250400,2015,6
Nine Dots Studio,262750,2015,1
Lionhead Studios,288470,2014,5
Lionhead Studios,288470,2015,2
VisualArts/Key,316720,2015,3
Shortbreak Studios s.c.,319550,2014,1
Shortbreak Studios s.c.,319550,2015,2
REMIMORY,317410,2014,2
electrolyte,319560,2015,1
"CyberConnect2 Co., Ltd.",272510,2014,4
"CyberConnect2 Co., Ltd.",272510,2015,3
"Gravvit Ltd,Forbes  Consult Ltd",290730,2014,1
AMPLITUDE Studios,289130,2014,5
AMPLITUDE Studios,289130,2015,5
Ankama Studio,215080,2014,4
Ankama Studio,215080,2015,2
Terri Vellmann,297120,2014,1
inXile Entertainment,240760,2013,1
inXile Entertainment,240760,2014,2
inXile Entertainment,240760,2015,2
Tasty Stewdios LLC,319250,2015,1
FireFly Studios,232890,2014,1
FireFly Studios,232890,2015,1
Hidden Path Entertainment,221540,2014,5
Hidden Path Entertainment,221540,2015,1
Frogwares,241260,2014,1
"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)",241930,2014,44
"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)",241930,2015,22
Final Boss Entertainment,253610,2013,1
Minor Key Games,310700,2014,1
Disney Interactive,319400,2014,1
Cyanide Studio,242640,2014,1
Nexon,273110,2014,5
Nexon,273110,2015,7
"Monolith Productions, Inc.",327740,2014,1
Artefacts Studio,322980,2014,1
Tango Gameworks,268050,2014,2
Game-Labs,306660,2014,1
Game-Labs,306660,2015,1
Codemasters,226580,2014,1
Codemasters,226580,2015,2
"MicroProse Software, Inc",327950,2014,1
Samurai Punk,301970,2014,5
Odin Game Studio,318220,2014,2
Odin Game Studio,318220,2015,2
Double Fine Productions,246090,2014,2
Double Fine Productions,246090,2015,1
David Szymanski,329830,2015,1
Giants Software,313160,2014,5
Giants Software,313160,2015,4
Entrada Interactive LLC,299740,2015,2
Gl33k,297110,2014,1
"Nicalis, Inc.",250900,2014,38
"Nicalis, Inc.",250900,2015,39
Good Games,323240,2014,1
Freebird Games,327410,2014,5
Freebird Games,327410,2015,2
Full Control Studios,317620,2014,1
Full Control Studios,317620,2015,1
Frima Studio,319450,2014,1
"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev",298110,2014,6
"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev",298110,2015,9
Might and Delight,302010,2014,1
Fatshark,226560,2014,1
Infinity Plus 2,329110,2014,2
WhiteMoon Dreams,253510,2014,1
Studio Whisky Tango Inc.,326150,2015,1
Fayju,332570,2015,1
Badland Studio,227160,2014,2
Dekovir Entertainment,248390,2014,2
Axis Game Factory,270942,2015,1
MoeNovel,326480,2015,3
Portalarium,326160,2015,1
"CD PROJEKT RED,Can Explode",303800,2015,1
Grynsoft,318530,2014,1
Grynsoft,318530,2015,2
"Hassey Enterprises, Inc.",294160,2014,1
"Hassey Enterprises, Inc.",294160,2015,1
Vortal Storm,270370,2014,1
Vortal Storm,270370,2015,2
Benjamin Bryant,317790,2015,1
Square Enix,292140,2014,1
Square Enix,292140,2015,1
Dingaling,335670,2015,2
BlankMediaGames,334230,2015,18
"BadFly Interactive, a.s.",286040,2014,1
"BadFly Interactive, a.s.",286040,2015,1
Dodge Roll,339120,2015,1
Kojima Productions,311340,2014,8
Kojima Productions,311340,2015,7
DoubleDutch Games,207140,2013,6
DoubleDutch Games,207140,2014,17
DoubleDutch Games,207140,2015,27
Duelboot,324120,2014,1
Shumkov Dmitriy,302830,2014,1
Shumkov Dmitriy,302830,2015,19
Choice of Games,339350,2014,1
Choice of Games,339350,2015,1
RobTop Games,322170,2014,1
RobTop Games,322170,2015,32
Dimmdrive Inc.,337070,2015,1
Forever Entertainment S. A.,340300,2015,1
Nyamyam,299680,2015,1
HuniePot,339800,2015,27
Cat5Games,343780,2015,1
Axis Game Factory LLC,266590,2015,1
"CAPCOM Co., Ltd.",304240,2015,2
Andy Wallace,295690,2015,1
Eat Create Sleep,341720,2015,2
Beam Team Games,313120,2015,40
Petroglyph,290790,2015,3
InvertMouse,345650,2015,10
"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)",313371,2015,1
Alientrap,208750,2015,2
"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)",313372,2015,1
Endgame Studios,307030,2015,1
Failbetter Games,304650,2014,3
Failbetter Games,304650,2015,1
Emmanuel Salva Cruz,344860,2015,2
Geek Sloth Games,342740,2015,1
Shifty Chair Games,336670,2015,1
Defiant Development,266510,2014,2
Defiant Development,266510,2015,5
Spasman Games,346170,2015,1
Spasman Games,346120,2015,10
Lonely Troops,346560,2015,1
Rainbow Games,348960,2015,1
"CAPCOM Co., Ltd.",287290,2015,4
David Stark,342560,2015,1
Loren Lemcke,273500,2014,1
"Just Add Water (Developments), Ltd.",314660,2015,1
"Gearbox Software,Aspyr (Mac)",244160,2015,4
Paradox Development Studio,338160,2015,1
DIMPS,323470,2015,20
Primal,279720,2015,1
OVERKILL - a Starbreeze Studio.,348090,2015,1
11 bit studios,348040,2015,1
Might and Delight,275100,2015,1
Camshaft Software,293760,2015,3
Ascension Entertainment LLC,349480,2015,3
"Jetdogs Studios,Zoom Out Games",342580,2015,1
Axis Game Factory LLC,352111,2015,1
Tindalos Interactive,245370,2015,2
Dreadbit,327670,2015,1
XLGAMES,304030,2014,4
XLGAMES,304030,2015,5
"Lion Game Lion,OVERKILL - a Starbreeze Studio.",358150,2015,4
STRIKEWORKS,345370,2015,2
"Filip Victor,Valve",290930,2015,2
MOONSTONE,344630,2015,1
"Team NINJA,KOEI TECMO GAMES CO., LTD.",311730,2015,1
Hyper Hippo Games,346900,2015,58
Daniel Davies,331200,2015,2
"TT Games Ltd,Feral Interactive (Mac)",335800,2015,1
Joycity,339610,2015,3
"FromSoftware, Inc",335300,2015,9
Digital Confectioners,361314,2015,1
Brightrock Games,230190,2014,2
Brightrock Games,230190,2015,2
Vostok Games,355840,2015,6
HE SAW,305380,2015,1
Reiza Studios,359800,2015,3
Bohemia Interactive,332350,2015,3
Creative Assembly,300080,2015,3
Fictiorama Studios,339190,2015,1
Z4G0 and Ivan Venturi Productions,277520,2015,1
"343 Industries,Vanguard Games",324570,2015,1
Ostrich Banditos,275200,2015,4
Convoy Games,318230,2015,3
Bytebin,340810,2015,1
Brace Yourself Games,247080,2014,3
Brace Yourself Games,247080,2015,5
Blender Foundation,365670,2015,3
Tigerish Games,360870,2015,2
"Cliffhanger Productions,Catalyst Games Lab",324300,2015,1
"Bluehole, Inc.",323370,2015,23
David Szymanski,359040,2015,1
Kinelco &amp; Lone Elk Creative,272890,2014,1
Kinelco &amp; Lone Elk Creative,272890,2015,1
RageSquid,285820,2015,1
Tasharen Entertainment Inc.,326410,2015,3
Team Jolly Roger,278910,2014,3
Playsaurus,363970,2015,37
Stardock Entertainment,226860,2015,3
N3V Games,315660,2015,1
GhostShark,263060,2014,2
GhostShark,263060,2015,5
S2 Games,339280,2015,5
Robot Gentleman,368360,2015,1
ACQUIRE Corp.,333980,2015,4
Alan Zucconi,278440,2014,1
Hello There AB,373180,2015,5
BeamNG,284160,2014,3
BeamNG,284160,2015,5
Lionheart Creations,364323,2015,1
Digital Dawn Studios,368720,2015,1
Stamina-Games,356510,2015,1
Radiant Entertainment,253250,2015,4
EightyEightGames,290890,2015,1
Landon Podbielski,312530,2015,7
Anarchy Enterprises,376920,2015,1
"Soloweb Studios,Ravens Eye Studio",367780,2015,2
"Elias Viglione,Jussi Kukkonen",376660,2015,1
"TT Games Ltd,Feral Interactive (Mac)",352400,2015,1
Mr. Blue,290140,2015,4
Diminished Studios,378370,2015,1
Tim Sullivan,384300,2015,1
"Maciej Targoni,Wojciech Wasiak",367580,2015,4
"Maciej Targoni,Wojciech Wasiak",367570,2015,2
"Psyonix, Inc.",252950,2015,85
Holotech Studios,274920,2014,6
"Codemasters,Feral Interactive (Linux)",286570,2015,2
Pixel Ferrets,269770,2015,1
Blue Manchu,293260,2015,2
Alien Sync Interactive,385630,2015,1
Zachtronics,370360,2015,1
Igry.ru,376560,2015,1
"Mighty Rabbit Studios,Gun Media",310890,2015,1
Great War Team,316430,2015,2
Spicy Tails,368160,2015,1
Scott Cawthon,388090,2015,10
Flying Cafe for Semianimals,361550,2015,1
Haemimont Games,345180,2015,1
Decent Machine,280010,2015,1
Eleon Game Studios,383120,2015,3
ZackBellGames,385710,2015,1
the whale husband,387860,2015,8
Ekuator Games,315860,2015,1
Yeti Trunk,240620,2015,1
Roll7,365660,2015,1
Team Fractal Alligator,365450,2015,3
Sapphire Dragon Productions,392450,2015,1
"Psyonix, Inc.",391680,2015,1
Labyrinthine,391260,2015,1
"Fancy Bytes, Reactor",271360,2015,1
Rogue Snail,382490,2015,3
Square Enix,340170,2015,5
Uber Entertainment,386070,2015,3
Blue Byte,354640,2015,1
Ice Water Games,375950,2015,5
Frozenbyte,319910,2015,1
Teeworlds Team,380840,2015,1
Johannes Eski,393410,2015,3
Tuomo Laine,385260,2015,1
OCCA Studios,378580,2015,1
Alice &amp; Smith,349220,2015,1
CCCP,384310,2015,1
OVERKILL - a Starbreeze Studio.,384020,2015,2
Star Vault AB,287920,2015,2
"Avalanche Studios,Feral Interactive (Mac/Linux)",234140,2015,19
Konami Digital Entertainment,287700,2015,27
Trav Nash,399520,2015,1
Abbey Games,296970,2015,1
Hi-Rez Studios,387440,2015,1
Hi-Rez Studios,386360,2015,24
TURBOGUN,331190,2015,2
EasyAntiCheat Ltd,282660,2015,2
"Tendershoot,A Jolly Corpse",274350,2015,1
tobyfox,391540,2015,82
tobyfox,391570,2015,1
Racing Bros,401190,2015,4
Dovetail Games,24010,2010,1
Dovetail Games,24010,2012,1
Dovetail Games,24010,2013,2
Dovetail Games,24010,2014,5
Dovetail Games,24010,2015,3
Handyman Studios,238240,2014,4
Krome Studios,287840,2015,1
WRF Studios,280600,2015,1
Trese Brothers,370020,2015,1
Frictional Games,282140,2015,7
Free Reign Entertainment,349700,2015,7
Aratog LLC,385530,2015,1
Limbic Entertainment,321960,2015,1
Introversion Software,233450,2013,3
Introversion Software,233450,2014,29
Introversion Software,233450,2015,31
Moppin,360740,2015,3
Free Lives,274190,2014,22
Free Lives,274190,2015,17
LUCKY GIRLS LIMITED,398840,2015,1
BANDAI NAMCO Studio Inc.,351970,2015,4
"Psyonix, Inc.",405170,2015,4
"Noio,Licorice",368230,2015,2
C3SK,330570,2015,2
Larian Studios,373420,2015,1
Studio Pixel,409670,2015,3
TERC,397430,2015,3
Exato Game Studios,375040,2015,1
Michael Zahniser,404410,2015,4
"Nicalis, Inc.,Edmund McMillen",401920,2015,13
Dovetail Games,314520,2015,1
Blue Byte,375910,2015,1
Treyarch,311210,2015,39
Mana Games,409450,2015,1
Bitbox Ltd.,290080,2014,8
Bitbox Ltd.,290080,2015,2
Rogue Factor,276810,2014,1
Transcendent Games,321060,2014,1
Transcendent Games,321060,2015,2
Stately Snail,415030,2015,1
Avalanche Studios,225540,2015,24
Bankroll Studios,393420,2015,8
Lazy Monday Games,411560,2015,1
Quickfire Games,328220,2015,1
Instant Kingdom,349100,2015,1
Piranha Games Inc.,342200,2015,2
Code}{atch,344760,2015,24
Red Team Games,360730,2015,1
"Sachonski,Renamilanesi,Sith",342970,2015,1
Bloober Team SA,391720,2015,3
"Signal Studios,Krome Studios",262120,2014,1
Ndemic Creations,246620,2014,16
Ndemic Creations,246620,2015,6
Odin Game Studio,352950,2015,2
Paul Fisch,96100,2014,5
Paul Fisch,96100,2015,3
Daedalic Entertainment,327220,2015,1
Mohawk Games,271240,2015,2
FOAM Entertainment,351990,2015,1
"Fabio Ferrara,Davide Caio,Nicolò Azzolini,Antonio Carcagnì,Luigi Di Guida,Tommaso Vita",310370,2014,1
"Fabio Ferrara,Davide Caio,Nicolò Azzolini,Antonio Carcagnì,Luigi Di Guida,Tommaso Vita",310370,2015,19
Rooster Teeth Games,418340,2015,12
Chucklefish,211820,2013,87
Chucklefish,211820,2014,105
Chucklefish,211820,2015,45
Lino Slahuschek,338170,2015,10
Toge Productions,269310,2014,2
PixelFade Inc,396650,2015,1
Edge Case Games Ltd.,310380,2014,1
Edge Case Games Ltd.,310380,2015,12
Reto-Moto,227940,2014,47
Reto-Moto,227940,2015,57
Mirko Seithe,330100,2015,1
Pathea Games,237870,2014,2
Pathea Games,237870,2015,3
Tripwire Interactive,232090,2015,50
"Lamina Studios,Mike Studios",383230,2015,1
PIXYUL,350600,2015,1
"TT Games,Traveller's Tales",332310,2015,7
Turbo Pixel Studios,328070,2014,1
Turbo Pixel Studios,328070,2015,2
Dan Fornace,383980,2015,2
Aquiris Game Studio,296300,2015,1
"Tlön Studios,Ilex Games",364050,2015,1
Trendy Entertainment,236110,2014,2
Trendy Entertainment,236110,2015,22
Furiously Inactive Games,332540,2014,1
Funcom,215280,2013,2
Funcom,215280,2014,1
Funcom,215280,2015,3
Hinterland Studio Inc.,305620,2014,8
Hinterland Studio Inc.,305620,2015,12
Fishing Planet LLC,380600,2015,6
"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC",346110,2015,113
Wolfire Games,25000,2013,3
Wolfire Games,25000,2014,9
Wolfire Games,25000,2015,2
Omniconnection,335430,2015,2
Boneloaf,285900,2014,2
Boneloaf,285900,2015,7
Hoobalugalar_X,355180,2015,9
Blue Mammoth Games,291550,2014,1
Blue Mammoth Games,291550,2015,21
"Pixel Dash Studios, EQgames",300380,2014,6
"Pixel Dash Studios, EQgames",300380,2015,2
Freejam,301520,2014,92
Freejam,301520,2015,69
oddonegames,361800,2015,1
Sauropod Studio,227860,2013,1
Sauropod Studio,227860,2014,2
"Batterystaple Games,Fire Hose Games",322110,2015,2
Sebastian Nigro,357650,2015,1
Red Thread Games,237850,2014,2
Smartly Dressed Games,304930,2014,369
Smartly Dressed Games,304930,2015,174
Sun-Studios,340580,2015,1
"Midgar Studio,Fusty Game",280180,2015,2
Section Studios,352460,2015,13
Powerhoof,293780,2014,3
Powerhoof,293780,2015,1
Lord Kres,344040,2015,1
PolyKid,401810,2015,1
Incandescent Games,290020,2014,1
Digitalmindsoft,302670,2015,3
Excalibur,299250,2015,1
Ubisoft - San Francisco,221680,2013,3
Ubisoft - San Francisco,221680,2014,4
Ubisoft - San Francisco,221680,2015,2
Eggcode,341000,2015,1
Reakktor Studios,324810,2015,5
Stone Blade Entertainment,232450,2014,1
Bluebutton Games,315430,2015,4
MURA Interactive,290000,2014,1
Dry Cactus,367450,2015,2
Game Mechanics,291010,2015,1
Strange Fire,381120,2015,4
Icetesy SPRL,270210,2014,5
Icetesy SPRL,270210,2015,2
S.C. 16 BIT NIGHTS S.R.L.,383580,2015,4
Klei Entertainment,322330,2014,11
Klei Entertainment,322330,2015,54
"Antanas Marcelionis,Renė Petrulienė",306040,2015,1
Eyemobi Ltd.,342550,2015,1
MiniBoss,263980,2015,4
Fabio Ferrara,299460,2015,3
Crate Entertainment,219990,2013,1
Crate Entertainment,219990,2014,1
Crate Entertainment,219990,2015,3
Robotronic Games,224500,2013,2
Robotronic Games,224500,2014,2
Robotronic Games,224500,2015,1
Redshift,428880,2015,1
Vae Victis Games,264120,2014,2
Vae Victis Games,264120,2015,1
Egamea Game Studios,363270,2015,1
Dark Day Interactive,412400,2015,1
Red Hook Studios,262060,2015,8
Cybertime System,316390,2015,2
"Rocketeer Games Studio, LLC",298240,2015,8
Orlyapps,356070,2015,4
Hellbent Games,418300,2015,1
"Jundroo, LLC",397340,2015,3
"Iguana Entertainment,Nightdive Studios",405820,2015,1
Cavedog Entertainment,298030,2015,1
Stygian Software,250520,2014,1
Offworld Industries,393380,2015,7
GDT Limited,412470,2015,1
"Olde Sküül,Sculptured Software",200150,2014,1
Bluehole Ginno Games,407510,2015,1
Outerminds Inc.,390520,2015,1
Square Enix,345350,2015,2
DotEmu,407600,2015,1
"Virtual Basement LLC,Code Headquarters LLC",360940,2015,2
Vlambeer,242680,2014,4
Vlambeer,242680,2015,10
Arrowhead Game Studios,394510,2015,2
isTom Games Kft.,415420,2015,2
Crows Crows Crows,409160,2015,10
Hosted Games,423120,2015,1
Fatshark,419070,2015,1
"PolarityFlow,Adrian Zingg",387240,2015,1
Ronimo Games,399834,2015,1
Ubisoft Montreal,359550,2015,6
Afterthought LLC,376210,2015,1
NIKITA ONLINE,397040,2015,1
"Klei Entertainment,Capybara Games",393010,2015,4
Eyzi,423880,2015,7
Ubisoft - San Francisco,390390,2015,1
Very Simple Idea Studios,418910,2015,1
"Ben 'Yahtzee' Croshaw,Collected Worlds",403700,2015,1
Hosted Games,421630,2015,1
Kyle Seeley,417860,2015,73
MuHa Games,378720,2015,1
CreativeForge Games,307670,2015,1
"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios",368500,2015,2
Dharker Studio,398100,2015,2
ICE Entertainment,390670,2015,3
"CAVE Interactive CO.,LTD.",377860,2015,1
"Relic Entertainment,THQ Nordic",324680,2015,1
Shumkov Dmitriy,409510,2015,1
"Space Cat Studios,SnowFlame,Back To Basics Gaming",418070,2015,6
Unwonted Studios,416130,2015,1
Bethesda Game Studios,377160,2015,89
LuGus Studios,410340,2015,3
Dinosaur Polo Club,287980,2014,2
Dinosaur Polo Club,287980,2015,9
Choice of Games,416640,2015,2
Landfall,375600,2015,3
Interplay Inc.,38400,2012,1
Interplay Inc.,38400,2014,2
Interplay Inc.,38400,2015,1
Sonic Team,329440,2015,3
"Zykov Eddy,Xitilon",412140,2015,1
Rising Sun Interactive,410680,2015,1
Wildgrass,325300,2015,1
Hosted Games,411570,2015,1
Fatshark,235540,2015,11
"KADOKAWA,Yoji Ojima",363890,2015,2
Orange_Juice,335190,2015,1
Snapshot Games Inc.,319050,2014,1
Snapshot Games Inc.,319050,2015,2
Code Club AB,366220,2015,1
"Games by Robert, LLC",408990,2015,1
Tomorrow Corporation,375820,2015,4
Madruga Works,403190,2015,1
Codename Entertainment Inc.,402840,2015,2
Telltale Games,376870,2015,11
Ion Storm,397550,2015,1
"Psyonix, Inc.",399730,2015,1
Switchblade Monkeys Entertainment,265750,2014,2
Switchblade Monkeys Entertainment,265750,2015,1
Iron Tower Studio,230070,2014,1
South East Games,337320,2015,6
Everything Unlimited Ltd.,303210,2015,22
Serenity Forge,370480,2015,1
"Jagex,Artplant",400842,2015,1
"KOEI TECMO GAMES CO., LTD.",348470,2015,2
Forbes Consult Ltd,385890,2015,1
"AlPixel Games,Luis Diaz,Gustavo Santos,Albert Fernandez,Tice Thomason",395520,2015,3
"Erik Svedäng,El Huervo / Niklas Åkerblad,Tobias Sjögren,Oscar ""Ratvader"" Rydelius,Johannes Gotlén",400110,2015,1
Team Eleven Eleven,404480,2015,3
TML-Studios,381850,2015,1
Digital Melody,398710,2015,3
Great War Team,383450,2015,1
BlueLine Games,312280,2015,3
ninjalex,399790,2015,2
SuperVillain Studios,357480,2015,3
ALICE IN DISSONANCE,344770,2015,2
Hammerfall Publishing,322910,2015,2
marbenx,359050,2015,9
Baller Industries,395910,2015,1
Rake in Grass,314410,2015,1
League of Geeks,290340,2015,3
"Jurlo,JetPackGone",385330,2015,1
Eforb,369400,2015,2
"GAME ARTS Co., Ltd.,SkyBox Labs",330390,2015,1
"Pinokl Games,Kverta",356570,2015,1
WARTEAM,391460,2015,7
"Idea Factory,Design Factory",359390,2015,1
SoftStar,335820,2015,1
Marxnet,372800,2015,2
"Edmund McMillen,James Id",384360,2015,1
Walter Machado,357070,2015,2
HyperSloth,229580,2014,2
David Szymanski,391270,2015,2
Never Don't Play,282780,2015,1
Lag Studios,356670,2015,8
"Funselektor Labs Inc.,FlippFly",320140,2015,4
Freakinware Studios,389570,2015,6
Stainless Games Ltd.,316010,2015,7
The Odd Gentlemen,345390,2015,1
Kronosaur Productions,364510,2015,1
"AndrewMD5,Codeusa",388080,2015,2
Ragiva Games e.K.,385980,2015,1
Proton Studio Inc,385770,2015,9
Hesketh Studios,331500,2015,4
Konsordo,386880,2015,2
Gambrinous,317820,2015,1
MachineSpirit,369060,2015,1
OVERKILL - a Starbreeze Studio.,384021,2015,2
Black Shell Games,384150,2015,1
Baggy Cat Ltd,373390,2015,2
Question,323380,2015,2
Trion Worlds,304050,2015,65
Gatling Goat Studios,327520,2015,1
YFC games,384980,2015,1
"Jackbox Games, Inc.",351510,2015,1
Tomasz Wacławek,274230,2015,1
NotGames,369580,2015,8
"Acceleroto, Inc.",300400,2015,1
"Virgin Interactive Entertainment,PriitK",352700,2015,1
Skobbejak Games,345440,2015,1
Zachtronics,300570,2015,2
Prism Game Studios Ltd.,317400,2015,12
Rocksteady Studios,208650,2015,24
"Wisdom Tree, Inc.",371180,2015,1
