target_game_id,similar_game_ids
208839.0,"[677, 678, 679, 680, 685]"
208840.0,"[677, 678, 679, 680, 685]"
208841.0,"[677, 678, 679, 680, 685]"
208842.0,"[677, 678, 679, 680, 685]"
208843.0,"[677, 678, 679, 680, 685]"
208844.0,"[677, 678, 679, 680, 685]"
208981.0,"[1327, 1838, 1839, 2222, 2256]"
209000.0,"[231, 232, 233, 234, 235]"
209060.0,"[1614, 1662, 2280, 2617, 2719]"
209080.0,"[6375, 9558, 9751, 11579, 11807]"
209100.0,"[1056, 1127, 1247, 1271, 1449]"
209120.0,"[1056, 1127, 1247, 1271, 1449]"
209160.0,"[2284, 2301, 5675, 7809, 8410]"
209190.0,"[176, 508, 531, 557, 690]"
209201.0,"[1581, 1582, 2286, 3950, 4043]"
209202.0,"[1031, 1055, 1601, 1663, 2131]"
209230.0,"[1262, 1379, 1605, 1935, 2153]"
209270.0,"[506, 1009, 1011, 1012, 1579]"
209330.0,"[1982, 2290, 2430, 2532, 2541]"
209360.0,"[513, 694, 707, 898, 1025]"
209370.0,"[36, 279, 552, 623, 704]"
209390.0,"[2700, 1348, 1464, 6137, 9338]"
209460.0,"[2, 3, 4, 5, 8]"
209520.0,"[2295, 6021, 9256, 14143, 16323]"
209540.0,"[2296, 3145, 9290, 3531, 3804]"
209545.0,"[3304, 3322, 3752, 3767, 4219]"
209548.0,"[1790, 2904, 7979, 14083, 15559]"
209610.0,"[2299, 3186, 3756, 4292, 4919]"
209630.0,"[389, 391, 396, 400, 403]"
209650.0,"[2284, 2301, 5675, 7809, 8410]"
209670.0,"[2302, 3563, 3584, 4086, 5975]"
209690.0,"[963, 1775, 2098, 2144, 2303]"
209730.0,"[974, 1670, 2232, 2304, 2701]"
209750.0,"[48, 49, 58, 270, 300]"
209771.0,"[2306, 2307, 4908, 5639, 6185]"
209772.0,"[2306, 2307, 4908, 5639, 6185]"
209790.0,"[419, 427, 703, 716, 934]"
209793.0,"[330, 383, 491, 541, 713]"
209801.0,"[1328, 2141, 2310, 3828, 4066]"
209811.0,"[45, 77, 90, 92, 122]"
209812.0,"[41, 1321, 1322, 1323, 1325]"
209830.0,"[3443, 7418, 16777, 5097, 7536]"
209850.0,"[1718, 1719, 2314, 5481, 5927]"
209870.0,"[183, 462, 564, 1263, 1689]"
209950.0,"[893, 1679, 1714, 1895, 2316]"
210012.0,"[6, 7, 9, 11, 12]"
210013.0,"[6, 7, 9, 11, 12]"
210014.0,"[57, 74, 263, 265, 266]"
210015.0,"[865, 866, 1287, 1288, 1289]"
210016.0,"[865, 866, 1287, 1288, 1289]"
210017.0,"[865, 866, 1287, 1288, 1289]"
210018.0,"[865, 866, 1287, 1288, 1289]"
210019.0,"[2, 3, 4, 5, 8]"
210030.0,"[566, 601, 602, 603, 701]"
210031.0,"[566, 601, 602, 603, 701]"
210035.0,"[566, 601, 602, 603, 701]"
210036.0,"[566, 601, 602, 603, 701]"
210037.0,"[566, 601, 602, 603, 701]"
210038.0,"[566, 601, 602, 603, 701]"
210039.0,"[566, 601, 602, 603, 701]"
210040.0,"[566, 601, 602, 603, 701]"
210041.0,"[566, 601, 602, 603, 701]"
210042.0,"[566, 601, 602, 603, 701]"
210043.0,"[566, 601, 602, 603, 701]"
210044.0,"[566, 601, 602, 603, 701]"
210045.0,"[566, 601, 602, 603, 701]"
210046.0,"[566, 601, 602, 603, 701]"
210047.0,"[566, 601, 602, 603, 701]"
210048.0,"[566, 601, 602, 603, 701]"
210049.0,"[566, 601, 602, 603, 701]"
210050.0,"[566, 601, 602, 603, 701]"
210051.0,"[566, 601, 602, 603, 701]"
210052.0,"[566, 601, 602, 603, 701]"
210053.0,"[566, 601, 602, 603, 701]"
210054.0,"[566, 601, 602, 603, 701]"
210055.0,"[566, 601, 602, 603, 701]"
210056.0,"[566, 601, 602, 603, 701]"
210057.0,"[566, 601, 602, 603, 701]"
210058.0,"[566, 601, 602, 603, 701]"
210059.0,"[566, 601, 602, 603, 701]"
210060.0,"[566, 601, 602, 603, 701]"
210061.0,"[566, 601, 602, 603, 701]"
210062.0,"[566, 601, 602, 603, 701]"
210063.0,"[566, 601, 602, 603, 701]"
210064.0,"[566, 601, 602, 603, 701]"
210065.0,"[566, 601, 602, 603, 701]"
210066.0,"[566, 601, 602, 603, 701]"
210067.0,"[566, 601, 602, 603, 701]"
210068.0,"[2361, 5710, 6145, 10284, 10309]"
210069.0,"[2361, 5710, 6145, 10284, 10309]"
210072.0,"[57, 74, 263, 265, 266]"
210073.0,"[57, 74, 263, 265, 266]"
210074.0,"[566, 601, 602, 603, 701]"
210075.0,"[566, 601, 602, 603, 701]"
210076.0,"[566, 601, 602, 603, 701]"
210077.0,"[566, 601, 602, 603, 701]"
210083.0,"[566, 601, 602, 603, 701]"
210084.0,"[566, 601, 602, 603, 701]"
210085.0,"[566, 601, 602, 603, 701]"
210086.0,"[566, 601, 602, 603, 701]"
210087.0,"[566, 601, 602, 603, 701]"
210088.0,"[566, 601, 602, 603, 701]"
210089.0,"[566, 601, 602, 603, 701]"
210090.0,"[566, 601, 602, 603, 701]"
210091.0,"[566, 601, 602, 603, 701]"
210092.0,"[566, 601, 602, 603, 701]"
210093.0,"[566, 601, 602, 603, 701]"
210094.0,"[566, 601, 602, 603, 701]"
210095.0,"[566, 601, 602, 603, 701]"
210096.0,"[865, 866, 1287, 1288, 1289]"
210097.0,"[566, 601, 602, 603, 701]"
210098.0,"[57, 74, 263, 265, 266]"
210113.0,"[20, 21, 28, 68, 69]"
210170.0,"[3914, 6753, 7859, 9037, 9136]"
210230.0,"[238, 239, 240, 241, 245]"
210510.0,"[1665, 2387, 4427, 9014, 9641]"
210550.0,"[96, 97, 98, 99, 100]"
210561.0,"[18, 29, 30, 76, 126]"
210770.0,"[1826, 1937, 2209, 2390, 3419]"
210870.0,"[36, 279, 552, 623, 704]"
210892.0,"[666, 667, 668, 669, 670]"
210893.0,"[666, 667, 668, 669, 670]"
210894.0,"[666, 667, 668, 669, 670]"
210895.0,"[45, 77, 90, 92, 122]"
210896.0,"[666, 667, 668, 669, 670]"
210897.0,"[666, 667, 668, 669, 670]"
210898.0,"[666, 667, 668, 669, 670]"
210899.0,"[666, 667, 668, 669, 670]"
210900.0,"[666, 667, 668, 669, 670]"
210901.0,"[677, 678, 679, 680, 685]"
210902.0,"[45, 77, 90, 92, 122]"
210903.0,"[666, 667, 668, 669, 670]"
210904.0,"[666, 667, 668, 669, 670]"
210905.0,"[666, 667, 668, 669, 670]"
210906.0,"[78, 83, 84, 85, 128]"
210907.0,"[666, 667, 668, 669, 670]"
210908.0,"[43, 161, 274, 275, 356]"
210931.0,"[2, 3, 4, 5, 8]"
210932.0,"[18, 29, 30, 76, 126]"
210933.0,"[2, 3, 4, 5, 8]"
210934.0,"[18, 29, 30, 76, 126]"
210936.0,"[2, 3, 4, 5, 8]"
210937.0,"[2, 3, 4, 5, 8]"
210938.0,"[18, 29, 30, 76, 126]"
210943.0,"[18, 29, 30, 76, 126]"
210944.0,"[18, 29, 30, 76, 126]"
210945.0,"[2, 3, 4, 5, 8]"
210950.0,"[389, 391, 396, 400, 403]"
210970.0,"[3837, 6060, 14419, 18517, 3238]"
211010.0,"[63, 791, 1152, 1458, 1574]"
211070.0,"[21320, 2618, 4946, 11589, 17296]"
211160.0,"[230, 348, 511, 1022, 2092]"
211180.0,"[1346, 1347, 1354, 1739, 1894]"
211260.0,"[176, 508, 531, 557, 690]"
211262.0,"[332, 655, 809, 1243, 1453]"
211280.0,"[176, 508, 531, 557, 690]"
211340.0,"[2428, 3433, 3780, 4160, 4204]"
211360.0,"[2429, 2535, 5044, 5230, 5387]"
211400.0,"[1982, 2290, 2430, 2532, 2541]"
211419.0,"[3065, 6687, 7960, 8083, 8139]"
211420.0,"[217, 261, 474, 721, 785]"
211440.0,"[332, 655, 809, 1243, 1453]"
211500.0,"[6879, 8261, 4231, 9734, 11015]"
211520.0,"[1094, 1096, 1136, 1620, 1621]"
211521.0,"[2, 3, 4, 5, 8]"
211522.0,"[2, 3, 4, 5, 8]"
211523.0,"[2, 3, 4, 5, 8]"
211580.0,"[2439, 4368, 4605, 4663, 4827]"
211600.0,"[2441, 4958, 7665, 10572, 16802]"
211740.0,"[2441, 4958, 7665, 10572, 16802]"
211780.0,"[192, 194, 195, 196, 197]"
211800.0,"[2443, 3806, 4115, 4466, 4478]"
211820.0,"[2444, 22007, 4172, 6073, 11105]"
211900.0,"[34, 35, 500, 507, 580]"
211970.0,"[354, 641, 647, 1192, 1203]"
211990.0,"[332, 655, 809, 1243, 1453]"
211994.0,"[658, 659, 660, 661, 2448]"
212010.0,"[10342, 21328, 6372, 10437, 3650]"
212030.0,"[176, 508, 531, 557, 690]"
212041.0,"[1031, 1055, 1601, 1663, 2131]"
212050.0,"[1015, 1207, 1554, 1558, 1698]"
212070.0,"[15690, 17414, 10008, 10009, 10013]"
212110.0,"[2454, 3066, 3335, 3967, 4166]"
212160.0,"[1728, 2095, 2455, 2587, 2711]"
212200.0,"[3429, 5653, 10336, 10356, 10694]"
212210.0,"[2456, 7411, 14524, 15486, 21521]"
212301.0,"[1162, 1388, 1465, 2458, 3973]"
212390.0,"[2459, 3062, 3844, 4027, 4299]"
212410.0,"[6, 7, 9, 11, 12]"
212480.0,"[3172, 3554, 17278, 5050, 1104]"
212500.0,"[285, 971, 1759, 1810, 1981]"
212630.0,"[20, 21, 28, 68, 69]"
212671.0,"[6, 7, 9, 11, 12]"
212672.0,"[48, 49, 58, 270, 300]"
212673.0,"[6, 7, 9, 11, 12]"
212680.0,"[1967, 2467, 3003, 3623, 4538]"
212700.0,"[2730, 3822, 5007, 5349, 5695]"
212710.0,"[2703, 2800, 3439, 3549, 4215]"
212780.0,"[16821, 12536, 6022, 5342, 10358]"
212800.0,"[479, 1030, 2127, 2152, 2471]"
212893.0,"[451, 877, 878, 2472, 2576]"
212894.0,"[563, 575, 706, 1006, 1124]"
213030.0,"[1992, 1993, 2474, 3434, 4295]"
213195.0,"[5026, 7165, 13235, 10304, 11843]"
213197.0,"[8245, 15394, 20063, 16379, 16359]"
213198.0,"[11838, 12432, 20777, 20981, 3901]"
213210.0,"[262, 351, 373, 524, 533]"
213230.0,"[262, 351, 373, 524, 533]"
213250.0,"[262, 351, 373, 524, 533]"
213311.0,"[175, 201, 227, 649, 710]"
213312.0,"[57, 74, 263, 265, 266]"
213330.0,"[231, 232, 233, 234, 235]"
213350.0,"[48, 49, 58, 270, 300]"
213370.0,"[48, 49, 58, 270, 300]"
213610.0,"[6, 7, 9, 11, 12]"
213650.0,"[5113, 5936, 6387, 6479, 7691]"
213661.0,"[2489, 2492, 18439, 2490, 2491]"
213662.0,"[2489, 2492, 18439, 2490, 2491]"
213663.0,"[2491, 2488, 2489, 2492, 18439]"
213664.0,"[2491, 2488, 2489, 2492, 18439]"
213665.0,"[2489, 2492, 18439, 2490, 2491]"
213670.0,"[3309, 8632, 9625, 19815, 10763]"
213780.0,"[1151, 1496, 1497, 1498, 1499]"
213850.0,"[78, 83, 84, 85, 128]"
213890.0,"[677, 678, 679, 680, 685]"
213891.0,"[677, 678, 679, 680, 685]"
213892.0,"[677, 678, 679, 680, 685]"
213893.0,"[677, 678, 679, 680, 685]"
213894.0,"[677, 678, 679, 680, 685]"
213895.0,"[677, 678, 679, 680, 685]"
213896.0,"[677, 678, 679, 680, 685]"
213897.0,"[677, 678, 679, 680, 685]"
213898.0,"[677, 678, 679, 680, 685]"
213899.0,"[677, 678, 679, 680, 685]"
213900.0,"[677, 678, 679, 680, 685]"
213901.0,"[677, 678, 679, 680, 685]"
213902.0,"[677, 678, 679, 680, 685]"
213903.0,"[677, 678, 679, 680, 685]"
213904.0,"[677, 678, 679, 680, 685]"
213905.0,"[677, 678, 679, 680, 685]"
213906.0,"[677, 678, 679, 680, 685]"
213907.0,"[677, 678, 679, 680, 685]"
213908.0,"[677, 678, 679, 680, 685]"
213909.0,"[677, 678, 679, 680, 685]"
213930.0,"[306, 465, 621, 629, 1216]"
214100.0,"[2517, 3495, 4312, 4989, 5373]"
214130.0,"[1592, 2518, 3149, 3233, 4012]"
214150.0,"[78, 83, 84, 85, 128]"
214170.0,"[2520, 2763, 15045, 15759, 15937]"
214250.0,"[230, 348, 511, 1022, 2092]"
214330.0,"[1031, 1055, 1601, 1663, 2131]"
214331.0,"[993, 1588, 1589, 1590, 1851]"
214332.0,"[993, 1588, 1589, 1590, 1851]"
214340.0,"[1015, 1207, 1554, 1558, 1698]"
214360.0,"[530, 2526, 4597, 9033, 9035]"
214420.0,"[479, 1030, 2127, 2152, 2471]"
214490.0,"[1766, 2528, 2536, 3174, 5880]"
214510.0,"[231, 232, 233, 234, 235]"
214530.0,"[625, 2530, 10184, 10794, 12226]"
214550.0,"[5673, 5920, 12321, 14481, 17326]"
214560.0,"[1982, 2290, 2430, 2532, 2541]"
214570.0,"[18, 29, 30, 76, 126]"
214590.0,"[2534, 2608, 3152, 3587, 3764]"
214610.0,"[2429, 2535, 5044, 5230, 5387]"
214630.0,"[1766, 2528, 2536, 3174, 5880]"
214643.0,"[3132, 6767, 7893, 8135, 10600]"
214649.0,"[48, 49, 58, 270, 300]"
214700.0,"[1343, 1598, 1603, 1612, 2539]"
214730.0,"[13122, 16717, 17980, 7354, 11836]"
214770.0,"[1982, 2290, 2430, 2532, 2541]"
214790.0,"[13913, 16775, 17738, 19305, 6013]"
214830.0,"[19707, 21733, 17629, 19713, 20011]"
214870.0,"[20, 21, 28, 68, 69]"
214910.0,"[908, 909, 1820, 2545, 2606]"
214930.0,"[2, 3, 4, 5, 8]"
214931.0,"[48, 49, 58, 270, 300]"
214932.0,"[48, 49, 58, 270, 300]"
214933.0,"[20, 21, 28, 68, 69]"
214950.0,"[4372, 5052, 8997, 9799, 8408]"
214970.0,"[176, 508, 531, 557, 690]"
214980.0,"[677, 678, 679, 680, 685]"
214981.0,"[45, 77, 90, 92, 122]"
214986.0,"[78, 83, 84, 85, 128]"
214987.0,"[677, 678, 679, 680, 685]"
214988.0,"[677, 678, 679, 680, 685]"
214990.0,"[666, 667, 668, 669, 670]"
214991.0,"[666, 667, 668, 669, 670]"
215000.0,"[666, 667, 668, 669, 670]"
215001.0,"[136, 156, 308, 422, 453]"
215002.0,"[666, 667, 668, 669, 670]"
215003.0,"[666, 667, 668, 669, 670]"
215004.0,"[666, 667, 668, 669, 670]"
215005.0,"[666, 667, 668, 669, 670]"
215080.0,"[12270, 17011, 17280, 4251, 4112]"
215100.0,"[285, 971, 1759, 1810, 1981]"
215120.0,"[285, 971, 1759, 1810, 1981]"
215160.0,"[238, 239, 240, 241, 245]"
215200.0,"[206, 242, 243, 319, 321]"
215240.0,"[865, 866, 1287, 1288, 1289]"
215241.0,"[865, 866, 1287, 1288, 1289]"
215242.0,"[57, 74, 263, 265, 266]"
215243.0,"[57, 74, 263, 265, 266]"
215244.0,"[57, 74, 263, 265, 266]"
215245.0,"[2260, 2575, 2646, 3288, 3289]"
215246.0,"[451, 877, 878, 2472, 2576]"
215247.0,"[4963, 6518, 8194, 8497, 17167]"
215248.0,"[451, 877, 878, 2472, 2576]"
215249.0,"[1327, 1838, 1839, 2222, 2256]"
215251.0,"[1327, 1838, 1839, 2222, 2256]"
215253.0,"[1327, 1838, 1839, 2222, 2256]"
215255.0,"[451, 877, 878, 2472, 2576]"
215256.0,"[2583, 2584, 3055, 3069, 3070]"
215257.0,"[2583, 2584, 3055, 3069, 3070]"
215258.0,"[563, 575, 706, 1006, 1124]"
215259.0,"[451, 877, 878, 2472, 2576]"
215280.0,"[1728, 2095, 2455, 2587, 2711]"
215301.0,"[566, 601, 602, 603, 701]"
215303.0,"[566, 601, 602, 603, 701]"
215309.0,"[566, 601, 602, 603, 701]"
215310.0,"[566, 601, 602, 603, 701]"
215311.0,"[566, 601, 602, 603, 701]"
215314.0,"[566, 601, 602, 603, 701]"
215317.0,"[566, 601, 602, 603, 701]"
215370.0,"[81, 1069, 1144, 1147, 1519]"
215371.0,"[81, 1069, 1144, 1147, 1519]"
215372.0,"[81, 1069, 1144, 1147, 1519]"
215373.0,"[5946, 6006, 7799, 13155, 1180]"
215390.0,"[82, 640, 891, 3168, 5150]"
215430.0,"[862, 1474, 2600, 2601, 2602]"
215431.0,"[862, 1474, 2600, 2601, 2602]"
215432.0,"[862, 1474, 2600, 2601, 2602]"
215433.0,"[862, 1474, 2600, 2601, 2602]"
215434.0,"[862, 1474, 2600, 2601, 2602]"
215435.0,"[862, 1474, 2600, 2601, 2602]"
215436.0,"[908, 909, 1820, 2545, 2606]"
215450.0,"[3469, 4158, 5528, 6054, 8516]"
215470.0,"[2534, 2608, 3152, 3587, 3764]"
215510.0,"[715, 930, 1017, 1495, 1553]"
215530.0,"[2610, 3407, 3454, 3744, 3824]"
215533.0,"[2611, 5599, 7729, 8927, 10574]"
215534.0,"[4221, 4689, 7752, 8243, 10071]"
215535.0,"[2614, 6863, 7887, 8121, 8226]"
215536.0,"[2614, 6863, 7887, 8121, 8226]"
215630.0,"[209, 1046, 1886, 2615, 3969]"
215670.0,"[4283, 6453, 6510, 6645, 6747]"
215690.0,"[1614, 1662, 2280, 2617, 2719]"
215710.0,"[4946, 11589, 17296, 19908, 7263]"
215770.0,"[1548, 1596, 1827, 2619, 2634]"
215772.0,"[3012, 3382, 3383, 3384, 9761]"
215790.0,"[376, 810, 811, 812, 2621]"
215830.0,"[8069, 17872, 4533, 9511, 13432]"
215870.0,"[6447, 7030, 7105, 8359, 8480]"
215910.0,"[310, 312, 313, 454, 455]"
215919.0,"[677, 678, 679, 680, 685]"
215920.0,"[677, 678, 679, 680, 685]"
215923.0,"[677, 678, 679, 680, 685]"
215924.0,"[677, 678, 679, 680, 685]"
215930.0,"[2629, 3859, 16297, 7037, 7692]"
215970.0,"[81, 1069, 1144, 1147, 1519]"
215971.0,"[2631, 2632, 5061, 17103, 6821]"
215972.0,"[2631, 2632, 5061, 17103, 6821]"
216090.0,"[893, 1679, 1714, 1895, 2316]"
216110.0,"[1548, 1596, 1827, 2619, 2634]"
216130.0,"[2635, 2813, 2816, 3302, 4563]"
216150.0,"[3340, 12638, 16111, 17997, 20842]"
216172.0,"[2638, 11152, 15854, 1905, 3693]"
216173.0,"[2638, 11152, 15854, 1905, 3693]"
216174.0,"[2637, 2638, 11152, 15854, 1905]"
216210.0,"[206, 242, 243, 319, 321]"
216260.0,"[6022, 2470, 16821, 12536, 5342]"
216290.0,"[332, 655, 809, 1243, 1453]"
216330.0,"[3401, 4031, 5912, 12163, 14954]"
216331.0,"[451, 877, 878, 2472, 2576]"
216332.0,"[451, 877, 878, 2472, 2576]"
216333.0,"[2260, 2575, 2646, 3288, 3289]"
216334.0,"[451, 877, 878, 2472, 2576]"
216335.0,"[451, 877, 878, 2472, 2576]"
216411.0,"[566, 601, 602, 603, 701]"
216412.0,"[566, 601, 602, 603, 701]"
216413.0,"[566, 601, 602, 603, 701]"
216414.0,"[566, 601, 602, 603, 701]"
216415.0,"[566, 601, 602, 603, 701]"
216416.0,"[566, 601, 602, 603, 701]"
216417.0,"[566, 601, 602, 603, 701]"
216418.0,"[566, 601, 602, 603, 701]"
216419.0,"[566, 601, 602, 603, 701]"
216420.0,"[566, 601, 602, 603, 701]"
216421.0,"[566, 601, 602, 603, 701]"
216430.0,"[57, 74, 263, 265, 266]"
216431.0,"[201, 227, 649, 710, 759]"
216432.0,"[6, 7, 9, 11, 12]"
216433.0,"[566, 601, 602, 603, 701]"
216434.0,"[865, 866, 1287, 1288, 1289]"
216435.0,"[57, 74, 263, 265, 266]"
216436.0,"[865, 866, 1287, 1288, 1289]"
216437.0,"[57, 74, 263, 265, 266]"
216438.0,"[1094, 1096, 1136, 1620, 1621]"
216439.0,"[1094, 1096, 1136, 1620, 1621]"
216440.0,"[57, 74, 263, 265, 266]"
216441.0,"[6, 7, 9, 11, 12]"
216442.0,"[57, 74, 263, 265, 266]"
216443.0,"[1094, 1096, 1136, 1620, 1621]"
216444.0,"[201, 227, 649, 710, 759]"
216445.0,"[2, 3, 4, 5, 8]"
216446.0,"[1094, 1096, 1136, 1620, 1621]"
216447.0,"[192, 194, 195, 196, 197]"
216448.0,"[57, 74, 263, 265, 266]"
216449.0,"[1094, 1096, 1136, 1620, 1621]"
216450.0,"[1094, 1096, 1136, 1620, 1621]"
216451.0,"[865, 866, 1287, 1288, 1289]"
216452.0,"[2, 3, 4, 5, 8]"
216453.0,"[57, 74, 263, 265, 266]"
216454.0,"[1094, 1096, 1136, 1620, 1621]"
216455.0,"[57, 74, 263, 265, 266]"
216456.0,"[865, 866, 1287, 1288, 1289]"
216457.0,"[566, 601, 602, 603, 701]"
216458.0,"[566, 601, 602, 603, 701]"
216459.0,"[865, 866, 1287, 1288, 1289]"
216460.0,"[566, 601, 602, 603, 701]"
216461.0,"[8235, 8238, 712, 865, 866]"
216462.0,"[865, 866, 1287, 1288, 1289]"
216463.0,"[2, 3, 4, 5, 8]"
216464.0,"[6, 7, 9, 11, 12]"
216465.0,"[2, 3, 4, 5, 8]"
216466.0,"[6, 7, 9, 11, 12]"
216467.0,"[20, 21, 28, 68, 69]"
216468.0,"[1056, 1127, 1247, 1271, 1449]"
216670.0,"[3446, 4259, 4555, 4712, 4819]"
216890.0,"[2293, 3418, 1348, 1464, 6137]"
216910.0,"[974, 1670, 2232, 2304, 2701]"
216930.0,"[363, 367, 369, 370, 414]"
217100.0,"[2703, 2800, 3439, 3549, 4215]"
217120.0,"[6398, 9368, 10001, 14333, 16491]"
217140.0,"[48, 49, 58, 270, 300]"
217200.0,"[43, 161, 274, 275, 356]"
217270.0,"[176, 508, 531, 557, 690]"
217290.0,"[63, 791, 1152, 1458, 1574]"
217300.0,"[788, 789, 790, 912, 1822]"
217690.0,"[1015, 1207, 1554, 1558, 1698]"
217750.0,"[1728, 2095, 2455, 2587, 2711]"
217790.0,"[6, 7, 9, 11, 12]"
217900.0,"[57, 74, 263, 265, 266]"
217920.0,"[20, 21, 28, 68, 69]"
217961.0,"[57, 74, 263, 265, 266]"
217962.0,"[57, 74, 263, 265, 266]"
218020.0,"[4013, 4339, 4347, 4353, 6988]"
218040.0,"[3547, 4443, 4480, 5229, 6064]"
218060.0,"[1614, 1662, 2280, 2617, 2719]"
218065.0,"[1742, 1892, 1893, 1961, 1962]"
218090.0,"[2721, 3201, 3284, 3624, 3690]"
218100.0,"[34, 35, 500, 507, 580]"
218130.0,"[4303, 4481, 7922, 7988, 11483]"
218230.0,"[183, 462, 564, 1263, 1689]"
218410.0,"[3699, 3775, 5718, 5915, 6446]"
218510.0,"[34, 35, 500, 507, 580]"
218550.0,"[262, 351, 373, 524, 533]"
218560.0,"[4275, 6688, 6754, 7064, 7284]"
218640.0,"[556, 892, 1034, 1690, 1691]"
218660.0,"[2730, 3822, 5007, 5349, 5695]"
218680.0,"[11592, 12427, 18595, 21752, 16363]"
218700.0,"[6916, 13693, 21593, 3154, 4095]"
218740.0,"[1015, 1207, 1554, 1558, 1698]"
218820.0,"[2734, 3544, 3959, 5530, 6051]"
219070.0,"[513, 694, 707, 898, 1025]"
219092.0,"[2, 3, 4, 5, 8]"
219097.0,"[48, 49, 58, 270, 300]"
219098.0,"[48, 49, 58, 270, 300]"
219101.0,"[48, 49, 58, 270, 300]"
219103.0,"[48, 49, 58, 270, 300]"
219136.0,"[14565, 8176, 8174, 8175, 1856]"
219150.0,"[176, 508, 531, 557, 690]"
219152.0,"[176, 508, 531, 557, 690]"
219190.0,"[176, 508, 531, 557, 690]"
219200.0,"[176, 508, 531, 557, 690]"
219340.0,"[7512, 7702, 8520, 10846, 11442]"
219380.0,"[715, 930, 1017, 1495, 1553]"
219440.0,"[1056, 1127, 1247, 1271, 1449]"
219441.0,"[1056, 1127, 1247, 1271, 1449]"
219442.0,"[1056, 1127, 1247, 1271, 1449]"
219443.0,"[1056, 1127, 1247, 1271, 1449]"
219444.0,"[1056, 1127, 1247, 1271, 1449]"
219445.0,"[1056, 1127, 1247, 1271, 1449]"
219446.0,"[1056, 1127, 1247, 1271, 1449]"
219447.0,"[1056, 1127, 1247, 1271, 1449]"
219622.0,"[666, 667, 668, 669, 670]"
219623.0,"[666, 667, 668, 669, 670]"
219624.0,"[666, 667, 668, 669, 670]"
219640.0,"[6425, 15585, 14536, 651, 3393]"
219680.0,"[1346, 1347, 1354, 1739, 1894]"
219700.0,"[2761, 4422, 5490, 5769, 6099]"
219750.0,"[1452, 2762, 3283, 5574, 5665]"
219760.0,"[2520, 2763, 15045, 15759, 15937]"
219780.0,"[473, 534, 568, 650, 717]"
219830.0,"[176, 508, 531, 557, 690]"
219890.0,"[2766, 2767, 2781, 2821, 3217]"
219910.0,"[2766, 2767, 2781, 2821, 3217]"
219950.0,"[1155, 1156, 1161, 2768, 3144]"
219990.0,"[8593, 10265, 16403, 1799, 2734]"
220090.0,"[3185, 5238, 5724, 6475, 6899]"
220160.0,"[5403, 6076, 6678, 9783, 14146]"
220200.0,"[6438, 18408, 5021, 21565, 5424]"
220240.0,"[231, 232, 233, 234, 235]"
220260.0,"[3601, 3621, 21679, 5684, 14442]"
220285.0,"[2053, 2827, 2845, 2846, 2866]"
220420.0,"[238, 239, 240, 241, 245]"
220440.0,"[2777, 2803, 2919, 3009, 3164]"
220460.0,"[513, 694, 707, 898, 1025]"
220640.0,"[45, 77, 90, 92, 122]"
220660.0,"[3136, 3206, 3409, 3646, 3818]"
220740.0,"[2766, 2767, 2781, 2821, 3217]"
220780.0,"[36, 279, 552, 623, 704]"
220801.0,"[89, 145, 543, 1004, 2783]"
220802.0,"[2785, 2786, 2787, 2788, 2789]"
220803.0,"[2785, 2786, 2787, 2788, 2789]"
220804.0,"[2785, 2786, 2787, 2788, 2789]"
220805.0,"[2785, 2786, 2787, 2788, 2789]"
220806.0,"[2785, 2786, 2787, 2788, 2789]"
220807.0,"[2785, 2786, 2787, 2788, 2789]"
220808.0,"[2785, 2786, 2787, 2788, 2789]"
220809.0,"[2785, 2786, 2787, 2788, 2789]"
220810.0,"[2785, 2786, 2787, 2788, 2789]"
220811.0,"[89, 145, 543, 1004, 2783]"
220812.0,"[89, 145, 543, 1004, 2783]"
220813.0,"[89, 145, 543, 1004, 2783]"
220820.0,"[3344, 4736, 4789, 4790, 4895]"
220822.0,"[2797, 5394, 5919, 6658, 6873]"
220823.0,"[9301, 12115, 17203, 4746, 20869]"
220825.0,"[8388, 15361, 15468, 20499, 21682]"
220860.0,"[2703, 2800, 3439, 3549, 4215]"
220900.0,"[2801, 3424, 4747, 5350, 6136]"
221020.0,"[3139, 8807, 11267, 11870, 18619]"
221040.0,"[2777, 2803, 2919, 3009, 3164]"
221100.0,"[11763, 5555, 4924, 9713, 15148]"
221160.0,"[2805, 2806, 4795, 4994, 2809]"
221161.0,"[2805, 2806, 4795, 4994, 2809]"
221162.0,"[2808, 2810, 2812, 4248, 4793]"
221164.0,"[2808, 2810, 2812, 4248, 4793]"
221165.0,"[2811, 5048, 5413, 1106, 2805]"
221166.0,"[2808, 2810, 2812, 4248, 4793]"
221167.0,"[2811, 5048, 5413, 1106, 2805]"
221168.0,"[2808, 2810, 2812, 4248, 4793]"
221180.0,"[2635, 2813, 2816, 3302, 4563]"
221260.0,"[1346, 1347, 1354, 1739, 1894]"
221380.0,"[136, 156, 308, 422, 453]"
221540.0,"[2635, 2813, 2816, 3302, 4563]"
221640.0,"[1031, 1055, 1601, 1663, 2131]"
221680.0,"[1965, 5684, 14442, 2774, 3601]"
221810.0,"[3119, 3166, 3884, 4078, 4936]"
221829.0,"[5818, 7563, 7968, 8399, 10790]"
221830.0,"[2766, 2767, 2781, 2821, 3217]"
221910.0,"[2822, 3140, 3239, 3286, 3541]"
222021.0,"[2, 3, 4, 5, 8]"
